chromosome	start	end	ID_genes
chr2	131234752	131236269	Pgl_GLEAN_10000505
chr2	131330356	131331773	Pgl_GLEAN_10004397
chr2	131403795	131405693	Pgl_GLEAN_10025435
chr2	131480356	131480577	Pgl_GLEAN_10031550
chr2	131879485	131880517	Pgl_GLEAN_10004396
chr2	132031960	132032403	Pgl_GLEAN_10025434
chr2	132215479	132216991	Pgl_GLEAN_10025433
chr2	132220594	132221448	Pgl_GLEAN_10025432
chr2	132319290	132319738	Pgl_GLEAN_10025431
chr2	132484351	132484599	Pgl_GLEAN_10025430
chr2	132600348	132602743	Pgl_GLEAN_10025429
chr2	132643225	132643587	Pgl_GLEAN_10038705
chr2	132650371	132651036	Pgl_GLEAN_10025428
chr2	132862266	132862842	Pgl_GLEAN_10015295
chr2	132893326	132893802	Pgl_GLEAN_10025427
chr2	132963133	132963690	Pgl_GLEAN_10025426
chr2	133134571	133135185	Pgl_GLEAN_10002520
chr2	133185372	133185772	Pgl_GLEAN_10002521
chr2	133238217	133238695	Pgl_GLEAN_10013693
chr2	133461070	133461892	Pgl_GLEAN_10034420
chr2	133615313	133616398	Pgl_GLEAN_10005086
chr2	133616585	133623830	Pgl_GLEAN_10005087
chr2	133640916	133641859	Pgl_GLEAN_10005088
chr2	133734421	133734684	Pgl_GLEAN_10005712
chr2	133752252	133752619	Pgl_GLEAN_10005711
chr2	134151340	134151732	Pgl_GLEAN_10010100
chr2	134269026	134270020	Pgl_GLEAN_10024472
chr2	134271937	134272569	Pgl_GLEAN_10005710
chr2	134293126	134293673	Pgl_GLEAN_10010099
chr2	134447180	134447892	Pgl_GLEAN_10035064
chr2	134617614	134618358	Pgl_GLEAN_10035045
chr2	134618960	134619685	Pgl_GLEAN_10035046
chr2	134913634	134930876	Pgl_GLEAN_10022150
chr2	134936172	134936477	Pgl_GLEAN_10024808
chr2	135328197	135329472	Pgl_GLEAN_10003580
chr2	135686589	135687053	Pgl_GLEAN_10020418
chr2	135698059	135698471	Pgl_GLEAN_10020417
chr2	135713954	135714699	Pgl_GLEAN_10020416
chr2	135717088	135717530	Pgl_GLEAN_10020415
chr2	135718415	135718867	Pgl_GLEAN_10020414
chr2	135822789	135826644	Pgl_GLEAN_10020413
chr2	135841082	135843437	Pgl_GLEAN_10020412
chr2	135844150	135846195	Pgl_GLEAN_10020411
chr2	136692252	136693223	Pgl_GLEAN_10034229
chr2	136700004	136700529	Pgl_GLEAN_10010142
chr2	136782038	136783003	Pgl_GLEAN_10034228
chr2	136809993	136810614	Pgl_GLEAN_10034227
chr2	137178114	137185266	Pgl_GLEAN_10034226
chr2	137202095	137203529	Pgl_GLEAN_10034225
chr2	137205792	137208084	Pgl_GLEAN_10034224
chr2	137371433	137371712	Pgl_GLEAN_10006571
chr2	137442229	137442464	Pgl_GLEAN_10017431
chr2	137489298	137490339	Pgl_GLEAN_10027773
chr2	137740586	137741424	Pgl_GLEAN_10013024
chr2	137997923	137998265	Pgl_GLEAN_10034223
chr2	138101726	138102231	Pgl_GLEAN_10034222
chr2	138346701	138347895	Pgl_GLEAN_10034221
chr2	138508553	138508801	Pgl_GLEAN_10034220
chr2	138637345	138643018	Pgl_GLEAN_10034219
chr2	138783837	138784070	Pgl_GLEAN_10018340
chr2	138973995	138974512	Pgl_GLEAN_10034218
chr2	139058469	139059209	Pgl_GLEAN_10034217
chr2	139125542	139127444	Pgl_GLEAN_10034216
chr2	139256271	139256516	Pgl_GLEAN_10034215
chr2	139523818	139525049	Pgl_GLEAN_10001705
chr2	139526495	139527627	Pgl_GLEAN_10001706
chr2	139528491	139529378	Pgl_GLEAN_10001707
chr2	139530213	139530764	Pgl_GLEAN_10001708
chr2	139532502	139552710	Pgl_GLEAN_10001709
chr2	139553692	139557787	Pgl_GLEAN_10001710
chr2	139559513	139565879	Pgl_GLEAN_10001711
chr2	139567518	139570294	Pgl_GLEAN_10001712
chr2	139572290	139575535	Pgl_GLEAN_10001713
chr2	139577407	139578147	Pgl_GLEAN_10001714
chr2	139578878	139582654	Pgl_GLEAN_10001715
chr2	139583931	139586597	Pgl_GLEAN_10001716
chr2	139597166	139597906	Pgl_GLEAN_10001717
chr2	139613409	139614532	Pgl_GLEAN_10001529
chr2	139616461	139616945	Pgl_GLEAN_10001222
chr2	139621047	139621601	Pgl_GLEAN_10001718
chr2	139623176	139624024	Pgl_GLEAN_10001719
chr2	139635710	139639378	Pgl_GLEAN_10001720
chr2	139640390	139641534	Pgl_GLEAN_10001721
chr2	139645258	139646493	Pgl_GLEAN_10001722
chr2	139751587	139752099	Pgl_GLEAN_10001923
chr2	139803427	139805366	Pgl_GLEAN_10036727
chr2	139818076	139821410	Pgl_GLEAN_10032859
chr2	139826610	139827773	Pgl_GLEAN_10032860
chr2	139833550	139834188	Pgl_GLEAN_10032861
chr2	139835610	139842922	Pgl_GLEAN_10032862
chr2	139889620	139890063	Pgl_GLEAN_10032863
chr2	140030029	140033469	Pgl_GLEAN_10032864
chr2	140079873	140080622	Pgl_GLEAN_10032865
chr2	140090855	140091669	Pgl_GLEAN_10032658
chr2	140107140	140119518	Pgl_GLEAN_10032866
chr2	140513859	140515682	Pgl_GLEAN_10032867
chr2	140648992	140649670	Pgl_GLEAN_10032868
chr2	140661194	140661466	Pgl_GLEAN_10032869
chr2	140662877	140663542	Pgl_GLEAN_10032870
chr2	141054326	141055133	Pgl_GLEAN_10032872
chr2	141405825	141406064	Pgl_GLEAN_10032873
chr2	141415731	141416129	Pgl_GLEAN_10010025
chr2	141646227	141646397	Pgl_GLEAN_10030867
chr2	141719868	141720584	Pgl_GLEAN_10004712
chr2	141721636	141722185	Pgl_GLEAN_10012153
chr2	141723017	141723485	Pgl_GLEAN_10009629
chr2	141746819	141747991	Pgl_GLEAN_10032874
chr2	141752071	141752502	Pgl_GLEAN_10032875
chr2	141856567	141858442	Pgl_GLEAN_10032876
chr2	141864553	141867591	Pgl_GLEAN_10032877
chr2	141904453	141904674	Pgl_GLEAN_10001678
chr2	141907137	141907883	Pgl_GLEAN_10028235
chr2	141964347	141965020	Pgl_GLEAN_10028234
chr2	142484982	142487054	Pgl_GLEAN_10035466
chr2	142567714	142567992	Pgl_GLEAN_10035465
chr2	142585417	142596258	Pgl_GLEAN_10035464
chr2	142930557	142930829	Pgl_GLEAN_10035462
chr2	143037001	143037675	Pgl_GLEAN_10035461
chr2	143241892	143243211	Pgl_GLEAN_10028225
chr2	143361044	143361364	Pgl_GLEAN_10028226
chr2	143556081	143556548	Pgl_GLEAN_10028227
chr2	143582487	143582785	Pgl_GLEAN_10011406
chr2	143598436	143598624	Pgl_GLEAN_10028229
chr2	143663790	143663984	Pgl_GLEAN_10028230
chr2	143675053	143675349	Pgl_GLEAN_10028231
chr2	143701569	143701996	Pgl_GLEAN_10028232
chr2	143776893	143777054	Pgl_GLEAN_10028233
chr2	144084239	144086259	Pgl_GLEAN_10036917
chr2	144095569	144095952	Pgl_GLEAN_10036918
chr2	144135680	144136938	Pgl_GLEAN_10015491
chr2	144140645	144142781	Pgl_GLEAN_10019848
chr2	144153056	144153322	Pgl_GLEAN_10036919
chr2	144180797	144186749	Pgl_GLEAN_10036920
chr2	144188420	144190387	Pgl_GLEAN_10036921
chr2	144197573	144199594	Pgl_GLEAN_10036922
chr2	144295019	144295450	Pgl_GLEAN_10000663
chr2	144343640	144352137	Pgl_GLEAN_10036923
chr2	144405690	144406412	Pgl_GLEAN_10036924
chr2	144466971	144468152	Pgl_GLEAN_10036925
chr2	144483652	144484997	Pgl_GLEAN_10036926
chr2	144509428	144511382	Pgl_GLEAN_10036927
chr2	144559427	144561209	Pgl_GLEAN_10036928
chr2	144561726	144562913	Pgl_GLEAN_10036929
chr2	144624487	144628352	Pgl_GLEAN_10036930
chr2	144750459	144751022	Pgl_GLEAN_10036931
chr2	144945826	144947221	Pgl_GLEAN_10038714
chr2	145000906	145002417	Pgl_GLEAN_10038713
chr2	145007392	145008631	Pgl_GLEAN_10038712
chr2	145011308	145012380	Pgl_GLEAN_10038711
chr2	145013181	145015120	Pgl_GLEAN_10004668
chr2	145196417	145196651	Pgl_GLEAN_10030947
chr2	145196775	145197098	Pgl_GLEAN_10011113
chr2	145228003	145228440	Pgl_GLEAN_10038710
chr2	145230282	145234934	Pgl_GLEAN_10038709
chr2	145288037	145288987	Pgl_GLEAN_10038708
chr2	145289854	145290952	Pgl_GLEAN_10038707
chr2	145309248	145311926	Pgl_GLEAN_10038702
chr2	145316823	145317947	Pgl_GLEAN_10038701
chr2	145396010	145396580	Pgl_GLEAN_10026891
chr2	145437187	145438309	Pgl_GLEAN_10038700
chr2	145476815	145477159	Pgl_GLEAN_10038699
chr2	145533181	145535620	Pgl_GLEAN_10038698
chr2	145542425	145542709	Pgl_GLEAN_10012791
chr2	145553320	145553559	Pgl_GLEAN_10004527
chr2	145572407	145573509	Pgl_GLEAN_10021456
chr2	145609139	145609645	Pgl_GLEAN_10038697
chr2	145711145	145711525	Pgl_GLEAN_10023158
chr2	145726973	145727455	Pgl_GLEAN_10038696
chr2	145732818	145733541	Pgl_GLEAN_10038695
chr2	145741975	145742594	Pgl_GLEAN_10000216
chr2	145833763	145834792	Pgl_GLEAN_10008138
chr2	146172955	146173363	Pgl_GLEAN_10026069
chr2	146416180	146417325	Pgl_GLEAN_10015606
chr2	146710449	146713136	Pgl_GLEAN_10015608
chr2	146977471	146979205	Pgl_GLEAN_10005258
chr2	146999632	147000792	Pgl_GLEAN_10000601
chr2	147417258	147417517	Pgl_GLEAN_10008281
chr2	147459127	147460338	Pgl_GLEAN_10015200
chr2	147494919	147495316	Pgl_GLEAN_10020410
chr2	147834328	147834901	Pgl_GLEAN_10017202
chr2	147895831	147899834	Pgl_GLEAN_10015492
chr2	147924233	147927618	Pgl_GLEAN_10015490
chr2	147953121	147953759	Pgl_GLEAN_10015489
chr2	148046356	148047215	Pgl_GLEAN_10015487
chr2	148059589	148059822	Pgl_GLEAN_10001178
chr2	148072994	148073311	Pgl_GLEAN_10015486
chr2	148505081	148505362	Pgl_GLEAN_10015484
chr2	148546600	148547612	Pgl_GLEAN_10015483
chr2	148553696	148554463	Pgl_GLEAN_10015482
chr2	148555445	148555758	Pgl_GLEAN_10015481
chr2	148745660	148747028	Pgl_GLEAN_10006525
chr2	148903685	148904113	Pgl_GLEAN_10000963
chr2	148978468	148981765	Pgl_GLEAN_10013410
chr2	149150971	149151717	Pgl_GLEAN_10013409
chr2	149153090	149157556	Pgl_GLEAN_10013408
chr2	149171097	149172933	Pgl_GLEAN_10013407
chr2	149183710	149185356	Pgl_GLEAN_10013406
chr2	149261805	149262182	Pgl_GLEAN_10013405
chr2	149274585	149278349	Pgl_GLEAN_10013404
chr2	149361473	149361763	Pgl_GLEAN_10013402
chr2	149374073	149374453	Pgl_GLEAN_10013401
chr2	149379888	149384155	Pgl_GLEAN_10013400
chr2	149565606	149566031	Pgl_GLEAN_10014085
chr2	149573707	149574373	Pgl_GLEAN_10014084
chr2	149667794	149669442	Pgl_GLEAN_10014083
chr2	149841810	149842607	Pgl_GLEAN_10026960
chr2	149852288	149853229	Pgl_GLEAN_10006234
chr2	150087095	150087541	Pgl_GLEAN_10026601
chr2	150139202	150140289	Pgl_GLEAN_10014082
chr2	150167087	150168856	Pgl_GLEAN_10003102
chr2	150339322	150340060	Pgl_GLEAN_10003100
chr2	150397303	150398010	Pgl_GLEAN_10007080
chr2	150405969	150409183	Pgl_GLEAN_10001221
