chromosome	start	end	ID_genes
Super-Scaffold_100024	165958	167618	Pgl_GLEAN_10035804
Super-Scaffold_100024	223790	224340	Pgl_GLEAN_10009266
Super-Scaffold_100024	334687	334959	Pgl_GLEAN_10024633
Super-Scaffold_100024	404548	404846	Pgl_GLEAN_10036631
Super-Scaffold_100024	405683	406027	Pgl_GLEAN_10001261
Super-Scaffold_100024	558010	558237	Pgl_GLEAN_10026722
Super-Scaffold_100024	632018	635324	Pgl_GLEAN_10003619
Super-Scaffold_100024	696794	699977	Pgl_GLEAN_10003620
Super-Scaffold_100024	735727	736437	Pgl_GLEAN_10003621
Super-Scaffold_100024	977878	978780	Pgl_GLEAN_10026951
Super-Scaffold_100024	992937	993193	Pgl_GLEAN_10016579
Super-Scaffold_100024	1028411	1028683	Pgl_GLEAN_10024633
Super-Scaffold_100024	1028693	1029392	Pgl_GLEAN_10037447
Super-Scaffold_100024	1037743	1038724	Pgl_GLEAN_10001812
Super-Scaffold_100024	1164822	1165355	Pgl_GLEAN_10006746
Super-Scaffold_100024	1282347	1283144	Pgl_GLEAN_10026950
Super-Scaffold_100024	1301558	1302415	Pgl_GLEAN_10001288
Super-Scaffold_100024	1327401	1331438	Pgl_GLEAN_10026949
Super-Scaffold_100024	1616812	1620450	Pgl_GLEAN_10026944
Super-Scaffold_100024	1697759	1698707	Pgl_GLEAN_10009878
Super-Scaffold_100024	1701948	1702151	Pgl_GLEAN_10001508
Super-Scaffold_100024	1769826	1769975	Pgl_GLEAN_10026943
Super-Scaffold_100024	1775300	1777361	Pgl_GLEAN_10026942
Super-Scaffold_100024	1873425	1873574	Pgl_GLEAN_10026943
Super-Scaffold_100024	1878945	1880988	Pgl_GLEAN_10026942
Super-Scaffold_100024	1949171	1949541	Pgl_GLEAN_10026941
Super-Scaffold_100024	1977238	1977999	Pgl_GLEAN_10032656
Super-Scaffold_100024	1993367	1998116	Pgl_GLEAN_10026940
Super-Scaffold_100024	2001754	2002161	Pgl_GLEAN_10034502
Super-Scaffold_100024	2346795	2347507	Pgl_GLEAN_10025878
Super-Scaffold_100024	2404855	2405199	Pgl_GLEAN_10035915
Super-Scaffold_100024	2492999	2494795	Pgl_GLEAN_10023044
Super-Scaffold_100024	2498393	2498752	Pgl_GLEAN_10023043
Super-Scaffold_100024	2538916	2542300	Pgl_GLEAN_10023042
Super-Scaffold_100024	2544702	2545170	Pgl_GLEAN_10023041
Super-Scaffold_100024	2547710	2548060	Pgl_GLEAN_10023040
Super-Scaffold_100024	2595058	2596224	Pgl_GLEAN_10008193
Super-Scaffold_100024	3008885	3009118	Pgl_GLEAN_10018868
Super-Scaffold_100024	3018086	3018496	Pgl_GLEAN_10023033
Super-Scaffold_100024	3070114	3072447	Pgl_GLEAN_10016956
Super-Scaffold_100024	3240695	3241057	Pgl_GLEAN_10011986
Super-Scaffold_100024	3623233	3623466	Pgl_GLEAN_10012716
Super-Scaffold_100024	3896966	3897296	Pgl_GLEAN_10028236
Super-Scaffold_100024	3952782	3953099	Pgl_GLEAN_10036836
Super-Scaffold_100024	3965641	3967127	Pgl_GLEAN_10018897
Super-Scaffold_100024	3971415	3972738	Pgl_GLEAN_10018896
Super-Scaffold_100024	4507868	4508142	Pgl_GLEAN_10029588
Super-Scaffold_100024	5081684	5086088	Pgl_GLEAN_10025875
Super-Scaffold_100024	5238725	5239223	Pgl_GLEAN_10025877
Super-Scaffold_100024	5279344	5279670	Pgl_GLEAN_10028236
Super-Scaffold_100024	5334699	5335263	Pgl_GLEAN_10023354
Super-Scaffold_100024	5367440	5367712	Pgl_GLEAN_10013042
Super-Scaffold_100024	5386253	5392383	Pgl_GLEAN_10025879
Super-Scaffold_100024	5394977	5396167	Pgl_GLEAN_10025880
Super-Scaffold_100024	5404538	5404792	Pgl_GLEAN_10036957
Super-Scaffold_100024	5416016	5416647	Pgl_GLEAN_10005710
Super-Scaffold_100024	5420294	5420594	Pgl_GLEAN_10038071
Super-Scaffold_100024	5468909	5469209	Pgl_GLEAN_10038071
Super-Scaffold_100024	5472680	5473311	Pgl_GLEAN_10005710
Super-Scaffold_100024	5474277	5477824	Pgl_GLEAN_10022303
Super-Scaffold_100024	5514690	5515439	Pgl_GLEAN_10025881
Super-Scaffold_100024	5516705	5517112	Pgl_GLEAN_10025882
Super-Scaffold_100024	5517647	5518071	Pgl_GLEAN_10017989
Super-Scaffold_100024	5627952	5629297	Pgl_GLEAN_10024162
Super-Scaffold_100024	5700299	5702857	Pgl_GLEAN_10025883
Super-Scaffold_100024	5716682	5717275	Pgl_GLEAN_10025884
Super-Scaffold_100024	5719193	5719875	Pgl_GLEAN_10005801
Super-Scaffold_100024	5770879	5771516	Pgl_GLEAN_10035505
Super-Scaffold_100024	5839816	5841065	Pgl_GLEAN_10025820
Super-Scaffold_100024	5870376	5871218	Pgl_GLEAN_10025885
Super-Scaffold_100024	5954342	5957184	Pgl_GLEAN_10025886
Super-Scaffold_100024	5963036	5963421	Pgl_GLEAN_10025887
Super-Scaffold_100024	6057876	6058538	Pgl_GLEAN_10025950
Super-Scaffold_100024	6138935	6139576	Pgl_GLEAN_10003803
Super-Scaffold_100024	6154916	6155684	Pgl_GLEAN_10007651
Super-Scaffold_100024	6175671	6176849	Pgl_GLEAN_10025889
