chromosome	start	end	ID_genes
Super-Scaffold_100001	43729	53943	Pgl_GLEAN_10009783
Super-Scaffold_100001	66256	66496	Pgl_GLEAN_10021045
Super-Scaffold_100001	902738	902983	Pgl_GLEAN_10037128
Super-Scaffold_100001	1238808	1239041	Pgl_GLEAN_10006188
Super-Scaffold_100001	1407669	1408325	Pgl_GLEAN_10029826
Super-Scaffold_100001	1487574	1488783	Pgl_GLEAN_10024754
Super-Scaffold_100001	1581966	1582439	Pgl_GLEAN_10029827
Super-Scaffold_100001	1753810	1754379	Pgl_GLEAN_10029828
Super-Scaffold_100001	1944004	1944275	Pgl_GLEAN_10024633
Super-Scaffold_100001	2175368	2175667	Pgl_GLEAN_10026111
Super-Scaffold_100001	2183687	2183986	Pgl_GLEAN_10026111
Super-Scaffold_100001	2291634	2292412	Pgl_GLEAN_10029829
Super-Scaffold_100001	2381111	2382290	Pgl_GLEAN_10000312
Super-Scaffold_100001	2387139	2391081	Pgl_GLEAN_10036819
Super-Scaffold_100001	2391960	2392421	Pgl_GLEAN_10036820
Super-Scaffold_100001	2437861	2438211	Pgl_GLEAN_10036821
Super-Scaffold_100001	2963996	2964292	Pgl_GLEAN_10022695
Super-Scaffold_100001	3353862	3354997	Pgl_GLEAN_10037346
Super-Scaffold_100001	3377807	3378598	Pgl_GLEAN_10005573
Super-Scaffold_100001	3382971	3383495	Pgl_GLEAN_10008354
Super-Scaffold_100001	4099591	4099920	Pgl_GLEAN_10034554
Super-Scaffold_100001	4112805	4113098	Pgl_GLEAN_10036834
Super-Scaffold_100001	4114550	4115081	Pgl_GLEAN_10036828
Super-Scaffold_100001	4411868	4412182	Pgl_GLEAN_10036836
Super-Scaffold_100001	4415937	4418454	Pgl_GLEAN_10036837
Super-Scaffold_100001	4460147	4460635	Pgl_GLEAN_10036615
Super-Scaffold_100001	4460748	4461044	Pgl_GLEAN_10037475
Super-Scaffold_100001	4482746	4483896	Pgl_GLEAN_10036616
Super-Scaffold_100001	4549674	4550434	Pgl_GLEAN_10036838
Super-Scaffold_100001	4801109	4802322	Pgl_GLEAN_10015460
Super-Scaffold_100001	4834694	4835833	Pgl_GLEAN_10020385
Super-Scaffold_100001	4991377	4992736	Pgl_GLEAN_10005629
Super-Scaffold_100001	5406600	5406995	Pgl_GLEAN_10036790
Super-Scaffold_100001	5492020	5492253	Pgl_GLEAN_10001122
Super-Scaffold_100001	5500050	5500745	Pgl_GLEAN_10036839
Super-Scaffold_100001	5549892	5550155	Pgl_GLEAN_10023037
Super-Scaffold_100001	5694995	5695483	Pgl_GLEAN_10036615
Super-Scaffold_100001	5728925	5729364	Pgl_GLEAN_10006582
Super-Scaffold_100001	5741763	5742170	Pgl_GLEAN_10036844
Super-Scaffold_100001	5743593	5743886	Pgl_GLEAN_10037944
Super-Scaffold_100001	5766929	5767456	Pgl_GLEAN_10036843
Super-Scaffold_100001	5773911	5777756	Pgl_GLEAN_10036842
Super-Scaffold_100001	5827280	5827681	Pgl_GLEAN_10036841
Super-Scaffold_100001	5827460	5827714	Pgl_GLEAN_10035826
Super-Scaffold_100001	5828514	5828999	Pgl_GLEAN_10036840
Super-Scaffold_100001	5828658	5828924	Pgl_GLEAN_10008174
Super-Scaffold_100001	6137211	6141720	Pgl_GLEAN_10004398
Super-Scaffold_100001	6146271	6147258	Pgl_GLEAN_10004399
Super-Scaffold_100001	6176257	6177796	Pgl_GLEAN_10004400
Super-Scaffold_100001	6939877	6940275	Pgl_GLEAN_10033731
Super-Scaffold_100001	6961823	6962442	Pgl_GLEAN_10035457
Super-Scaffold_100001	6968542	6969042	Pgl_GLEAN_10014122
Super-Scaffold_100001	7185732	7186730	Pgl_GLEAN_10033730
Super-Scaffold_100001	7250791	7251789	Pgl_GLEAN_10033730
Super-Scaffold_100001	7278879	7279273	Pgl_GLEAN_10000933
Super-Scaffold_100001	7291186	7292667	Pgl_GLEAN_10033729
Super-Scaffold_100001	7503559	7504258	Pgl_GLEAN_10030528
Super-Scaffold_100001	7517648	7520066	Pgl_GLEAN_10033728
Super-Scaffold_100001	7530397	7530699	Pgl_GLEAN_10033727
Super-Scaffold_100001	7553210	7554099	Pgl_GLEAN_10001288
Super-Scaffold_100001	7627368	7628945	Pgl_GLEAN_10033723
Super-Scaffold_100001	7677574	7678109	Pgl_GLEAN_10006746
Super-Scaffold_100001	8009582	8009806	Pgl_GLEAN_10008463
Super-Scaffold_100001	8079668	8080138	Pgl_GLEAN_10033722
Super-Scaffold_100001	8391649	8392154	Pgl_GLEAN_10033083
Super-Scaffold_100001	8392564	8393486	Pgl_GLEAN_10012805
Super-Scaffold_100001	8397171	8397723	Pgl_GLEAN_10007836
Super-Scaffold_100001	8408780	8409091	Pgl_GLEAN_10020567
Super-Scaffold_100001	8409237	8409525	Pgl_GLEAN_10029528
Super-Scaffold_100001	8409556	8409945	Pgl_GLEAN_10004419
Super-Scaffold_100001	8427029	8427269	Pgl_GLEAN_10000160
Super-Scaffold_100001	8642301	8642692	Pgl_GLEAN_10000933
Super-Scaffold_100001	8646632	8647244	Pgl_GLEAN_10023161
Super-Scaffold_100001	8747436	8748126	Pgl_GLEAN_10023160
Super-Scaffold_100001	8772636	8773004	Pgl_GLEAN_10009113
Super-Scaffold_100001	8773616	8773858	Pgl_GLEAN_10000656
Super-Scaffold_100001	8773683	8773961	Pgl_GLEAN_10023159
Super-Scaffold_100001	8811715	8811939	Pgl_GLEAN_10008463
Super-Scaffold_100001	8829383	8830042	Pgl_GLEAN_10013293
Super-Scaffold_100001	8872691	8872936	Pgl_GLEAN_10023157
Super-Scaffold_100001	8893935	8894219	Pgl_GLEAN_10012791
Super-Scaffold_100001	8945973	8946814	Pgl_GLEAN_10023156
Super-Scaffold_100001	9087796	9088502	Pgl_GLEAN_10023154
Super-Scaffold_100001	9242319	9242609	Pgl_GLEAN_10023153
Super-Scaffold_100001	9261830	9262347	Pgl_GLEAN_10018018
Super-Scaffold_100001	9261900	9262451	Pgl_GLEAN_10028198
Super-Scaffold_100001	9293836	9294330	Pgl_GLEAN_10022446
Super-Scaffold_100001	9295240	9296339	Pgl_GLEAN_10033500
Super-Scaffold_100001	9791330	9795510	Pgl_GLEAN_10023150
Super-Scaffold_100001	9859008	9859590	Pgl_GLEAN_10023038
Super-Scaffold_100001	9875923	9876989	Pgl_GLEAN_10015924
Super-Scaffold_100001	9942680	9943002	Pgl_GLEAN_10030483
Super-Scaffold_100001	10042895	10043760	Pgl_GLEAN_10017801
Super-Scaffold_100001	10405346	10405657	Pgl_GLEAN_10020567
Super-Scaffold_100001	10405803	10406091	Pgl_GLEAN_10029528
Super-Scaffold_100001	10418444	10418864	Pgl_GLEAN_10002293
Super-Scaffold_100001	10419539	10419839	Pgl_GLEAN_10036631
Super-Scaffold_100001	10420674	10421014	Pgl_GLEAN_10033014
Super-Scaffold_100001	10514563	10516893	Pgl_GLEAN_10016956
Super-Scaffold_100001	11184278	11188312	Pgl_GLEAN_10026949
Super-Scaffold_100001	11275919	11276920	Pgl_GLEAN_10004683
Super-Scaffold_100001	11321093	11321674	Pgl_GLEAN_10032499
Super-Scaffold_100001	11347166	11347468	Pgl_GLEAN_10026945
