chromosome	start	end	ID_genes
chr7	128669589	128670337	Pgl_GLEAN_10017808
chr7	128674150	128674395	Pgl_GLEAN_10003441
chr7	128712745	128713808	Pgl_GLEAN_10009412
chr7	128776792	128777889	Pgl_GLEAN_10017807
chr7	128792041	128792913	Pgl_GLEAN_10017806
chr7	128891774	128893834	Pgl_GLEAN_10034471
chr7	128991778	128992902	Pgl_GLEAN_10001252
chr7	128994119	128995540	Pgl_GLEAN_10001253
chr7	129062159	129063805	Pgl_GLEAN_10010243
chr7	129080997	129085766	Pgl_GLEAN_10010242
chr7	129121591	129121902	Pgl_GLEAN_10020567
chr7	129152591	129153238	Pgl_GLEAN_10026122
chr7	129316949	129317945	Pgl_GLEAN_10013891
chr7	129419244	129419408	Pgl_GLEAN_10010241
chr7	129470109	129470849	Pgl_GLEAN_10010240
chr7	129474117	129475255	Pgl_GLEAN_10033846
chr7	129479320	129482258	Pgl_GLEAN_10010239
chr7	129508383	129508925	Pgl_GLEAN_10010238
chr7	129525364	129528415	Pgl_GLEAN_10010237
chr7	129548377	129551694	Pgl_GLEAN_10010236
chr7	129659253	129664204	Pgl_GLEAN_10004412
chr7	129665463	129666526	Pgl_GLEAN_10004413
chr7	129712483	129720573	Pgl_GLEAN_10004414
chr7	129726506	129731043	Pgl_GLEAN_10004415
chr7	129731904	129737953	Pgl_GLEAN_10004416
chr7	129742367	129748283	Pgl_GLEAN_10004417
chr7	129750017	129754528	Pgl_GLEAN_10004418
chr7	129914483	129914716	Pgl_GLEAN_10004527
chr7	130004435	130005029	Pgl_GLEAN_10023286
chr7	130023132	130024133	Pgl_GLEAN_10005704
chr7	130306765	130306998	Pgl_GLEAN_10033449
chr7	130379045	130379278	Pgl_GLEAN_10037452
chr7	130390085	130395032	Pgl_GLEAN_10031018
chr7	130405255	130408379	Pgl_GLEAN_10031019
chr7	130729347	130729580	Pgl_GLEAN_10005155
chr7	130751703	130752280	Pgl_GLEAN_10015295
chr7	130838668	130840285	Pgl_GLEAN_10031021
chr7	131390030	131390374	Pgl_GLEAN_10037564
chr7	131409466	131410347	Pgl_GLEAN_10003448
chr7	131466342	131467088	Pgl_GLEAN_10031023
chr7	131550189	131551472	Pgl_GLEAN_10031024
chr7	131795291	131795638	Pgl_GLEAN_10036826
chr7	131801813	131803016	Pgl_GLEAN_10004791
chr7	131813701	131814246	Pgl_GLEAN_10031026
chr7	131819078	131821001	Pgl_GLEAN_10031027
chr7	131879571	131879975	Pgl_GLEAN_10031028
chr7	132020092	132022820	Pgl_GLEAN_10014506
chr7	132142411	132146231	Pgl_GLEAN_10014505
chr7	132221219	132221503	Pgl_GLEAN_10014504
chr7	132236853	132237494	Pgl_GLEAN_10003803
chr7	132472946	132473501	Pgl_GLEAN_10037491
chr7	132486744	132492734	Pgl_GLEAN_10014503
chr7	132506163	132512177	Pgl_GLEAN_10014502
chr7	132522825	132524636	Pgl_GLEAN_10014501
chr7	132608983	132609986	Pgl_GLEAN_10029839
chr7	132621160	132621795	Pgl_GLEAN_10014500
chr7	132644015	132644815	Pgl_GLEAN_10020021
chr7	132696919	132702710	Pgl_GLEAN_10016785
chr7	132803651	132803907	Pgl_GLEAN_10034018
chr7	132810304	132813673	Pgl_GLEAN_10016786
chr7	132869920	132870622	Pgl_GLEAN_10016787
chr7	132894110	132902538	Pgl_GLEAN_10016788
chr7	132945647	132945935	Pgl_GLEAN_10034400
chr7	132978475	132979551	Pgl_GLEAN_10034491
chr7	132990641	132990907	Pgl_GLEAN_10024821
chr7	133051940	133052389	Pgl_GLEAN_10016789
chr7	133052950	133053486	Pgl_GLEAN_10016790
chr7	133057542	133057846	Pgl_GLEAN_10024808
chr7	133134189	133139919	Pgl_GLEAN_10016791
chr7	133202359	133207824	Pgl_GLEAN_10016793
chr7	133221490	133221928	Pgl_GLEAN_10016794
chr7	133296370	133296852	Pgl_GLEAN_10016795
chr7	133310110	133310772	Pgl_GLEAN_10016796
chr7	133372469	133373008	Pgl_GLEAN_10016797
chr7	133375831	133379123	Pgl_GLEAN_10016798
chr7	133425513	133427127	Pgl_GLEAN_10016560
chr7	133436940	133437884	Pgl_GLEAN_10007929
chr7	133438483	133439370	Pgl_GLEAN_10007928
chr7	133551219	133551478	Pgl_GLEAN_10034773
chr7	133567632	133580324	Pgl_GLEAN_10001398
chr7	133611818	133612108	Pgl_GLEAN_10001399
chr7	133707339	133708526	Pgl_GLEAN_10000524
chr7	133888456	133888674	Pgl_GLEAN_10035802
chr7	133897193	133897774	Pgl_GLEAN_10035801
chr7	134030752	134031455	Pgl_GLEAN_10035800
chr7	134039819	134040025	Pgl_GLEAN_10016333
chr7	134138211	134138587	Pgl_GLEAN_10035799
chr7	134143910	134149687	Pgl_GLEAN_10035798
chr7	134153696	134153908	Pgl_GLEAN_10035797
chr7	134160591	134160843	Pgl_GLEAN_10017195
chr7	134201156	134202066	Pgl_GLEAN_10035272
chr7	134203047	134203815	Pgl_GLEAN_10035796
chr7	134231168	134234580	Pgl_GLEAN_10035795
chr7	134255183	134257372	Pgl_GLEAN_10035794
chr7	134259740	134261051	Pgl_GLEAN_10035793
chr7	134261835	134262295	Pgl_GLEAN_10035792
chr7	134301621	134303147	Pgl_GLEAN_10035791
chr7	134339342	134340473	Pgl_GLEAN_10017187
chr7	134344060	134344698	Pgl_GLEAN_10035790
chr7	134361485	134362072	Pgl_GLEAN_10035789
chr7	134508011	134513687	Pgl_GLEAN_10035788
chr7	134549075	134549645	Pgl_GLEAN_10027493
chr7	134754855	134757072	Pgl_GLEAN_10036059
chr7	134757780	134758699	Pgl_GLEAN_10004066
chr7	134774879	134781985	Pgl_GLEAN_10035787
chr7	134803732	134803965	Pgl_GLEAN_10001122
chr7	134823797	134824908	Pgl_GLEAN_10035786
chr7	134915990	134919424	Pgl_GLEAN_10016335
chr7	135175629	135175862	Pgl_GLEAN_10035785
chr7	135556607	135557591	Pgl_GLEAN_10035784
chr7	135664192	135665461	Pgl_GLEAN_10035783
chr7	135682995	135683300	Pgl_GLEAN_10035782
chr7	135709315	135709879	Pgl_GLEAN_10035781
chr7	135855830	135856787	Pgl_GLEAN_10035780
chr7	135864677	135865129	Pgl_GLEAN_10035779
chr7	136210777	136211180	Pgl_GLEAN_10025876
chr7	136277055	136280601	Pgl_GLEAN_10005478
chr7	136286249	136293842	Pgl_GLEAN_10005479
chr7	136294655	136295237	Pgl_GLEAN_10005480
chr7	136311222	136313126	Pgl_GLEAN_10005481
chr7	136351834	136352448	Pgl_GLEAN_10037140
chr7	136588272	136591902	Pgl_GLEAN_10013115
chr7	136592625	136593254	Pgl_GLEAN_10013116
chr7	136607165	136608839	Pgl_GLEAN_10022154
chr7	136685143	136685523	Pgl_GLEAN_10013117
chr7	136687010	136692414	Pgl_GLEAN_10013118
chr7	136785507	136785785	Pgl_GLEAN_10013119
chr7	136832504	136833262	Pgl_GLEAN_10013120
chr7	136835365	136836571	Pgl_GLEAN_10013121
chr7	136858899	136859541	Pgl_GLEAN_10018198
chr7	136885172	136885568	Pgl_GLEAN_10012174
chr7	137310340	137310610	Pgl_GLEAN_10000580
chr7	137497638	137497870	Pgl_GLEAN_10017231
chr7	137961735	137963115	Pgl_GLEAN_10007900
chr7	137977013	137980408	Pgl_GLEAN_10007901
chr7	138098013	138100982	Pgl_GLEAN_10007902
chr7	138102373	138111214	Pgl_GLEAN_10007903
chr7	138262909	138263241	Pgl_GLEAN_10023503
chr7	138723687	138724448	Pgl_GLEAN_10020808
chr7	138736346	138736789	Pgl_GLEAN_10035947
chr7	139068559	139069071	Pgl_GLEAN_10035945
chr7	139207909	139208166	Pgl_GLEAN_10035944
chr7	139483954	139485941	Pgl_GLEAN_10007384
chr7	139756735	139759193	Pgl_GLEAN_10002568
chr7	139788615	139789046	Pgl_GLEAN_10002567
chr7	139795348	139796239	Pgl_GLEAN_10014910
chr7	139811199	139814974	Pgl_GLEAN_10002566
chr7	139816259	139816528	Pgl_GLEAN_10002565
chr7	140120958	140121230	Pgl_GLEAN_10028182
chr7	140230666	140230899	Pgl_GLEAN_10001178
chr7	140710609	140711211	Pgl_GLEAN_10034541
chr7	140794170	140795403	Pgl_GLEAN_10034542
chr7	140860572	140860817	Pgl_GLEAN_10034543
chr7	140869866	140870354	Pgl_GLEAN_10034544
chr7	140924194	140927981	Pgl_GLEAN_10034545
chr7	141053536	141053811	Pgl_GLEAN_10034547
chr7	141054364	141055502	Pgl_GLEAN_10034548
chr7	141112592	141113535	Pgl_GLEAN_10034549
chr7	141123861	141124897	Pgl_GLEAN_10010585
chr7	141416939	141417630	Pgl_GLEAN_10034550
chr7	141813312	141815971	Pgl_GLEAN_10034551
chr7	141844744	141847088	Pgl_GLEAN_10034552
chr7	141858629	141861838	Pgl_GLEAN_10034553
chr7	142535710	142536038	Pgl_GLEAN_10034554
chr7	142598499	142598990	Pgl_GLEAN_10009488
chr7	142645148	142645871	Pgl_GLEAN_10034555
chr7	142646259	142646818	Pgl_GLEAN_10034556
chr7	142808803	142809066	Pgl_GLEAN_10001301
chr7	142815242	142833988	Pgl_GLEAN_10001300
chr7	142849365	142850253	Pgl_GLEAN_10001299
chr7	142934250	142948626	Pgl_GLEAN_10002626
chr7	143080854	143081766	Pgl_GLEAN_10002627
chr7	143087636	143088573	Pgl_GLEAN_10027725
chr7	143273776	143274009	Pgl_GLEAN_10016673
chr7	143393342	143397946	Pgl_GLEAN_10007905
chr7	143407556	143407792	Pgl_GLEAN_10033858
chr7	143418090	143426099	Pgl_GLEAN_10007904
chr7	143488342	143488918	Pgl_GLEAN_10023505
chr7	143794854	143796407	Pgl_GLEAN_10014783
chr7	143823155	143828077	Pgl_GLEAN_10014782
chr7	143951433	143952398	Pgl_GLEAN_10014781
chr7	143959251	143961247	Pgl_GLEAN_10014780
chr7	144008458	144008811	Pgl_GLEAN_10014779
chr7	144010785	144011068	Pgl_GLEAN_10033040
chr7	144025741	144028434	Pgl_GLEAN_10014778
chr7	144065455	144065992	Pgl_GLEAN_10018254
chr7	144279651	144280698	Pgl_GLEAN_10014777
chr7	144285569	144287007	Pgl_GLEAN_10014776
chr7	144495760	144498338	Pgl_GLEAN_10006275
chr7	145097311	145099238	Pgl_GLEAN_10007894
chr7	145291278	145291535	Pgl_GLEAN_10033647
chr7	145416252	145418446	Pgl_GLEAN_10033646
chr7	145595949	145596251	Pgl_GLEAN_10028051
chr7	145788618	145788995	Pgl_GLEAN_10033645
chr7	145790136	145790549	Pgl_GLEAN_10033644
chr7	145798398	145798694	Pgl_GLEAN_10033643
chr7	146152835	146153438	Pgl_GLEAN_10033642
chr7	146228653	146229033	Pgl_GLEAN_10003528
chr7	146248151	146248911	Pgl_GLEAN_10033641
chr7	146294288	146294491	Pgl_GLEAN_10033640
chr7	146294319	146294513	Pgl_GLEAN_10033639
chr7	146342918	146343796	Pgl_GLEAN_10034728
chr7	146370204	146370476	Pgl_GLEAN_10030912
chr7	146471845	146472807	Pgl_GLEAN_10033638
chr7	146576984	146582234	Pgl_GLEAN_10033637
chr7	146727471	146728041	Pgl_GLEAN_10026891
chr7	146745658	146745894	Pgl_GLEAN_10033636
chr7	146766180	146767913	Pgl_GLEAN_10033635
chr7	147792188	147793168	Pgl_GLEAN_10014573
chr7	147885440	147886658	Pgl_GLEAN_10025889
chr7	147903518	147910249	Pgl_GLEAN_10021495
chr7	147913902	147914123	Pgl_GLEAN_10021494
chr7	148281691	148281924	Pgl_GLEAN_10010523
chr7	148352532	148352819	Pgl_GLEAN_10035435
chr7	148432238	148451436	Pgl_GLEAN_10018269
chr7	148839557	148840028	Pgl_GLEAN_10010292
chr7	149120149	149121031	Pgl_GLEAN_10017718
chr7	149136132	149136476	Pgl_GLEAN_10018711
chr7	149331887	149332408	Pgl_GLEAN_10017719
chr7	149551258	149551946	Pgl_GLEAN_10017721
chr7	149646117	149646972	Pgl_GLEAN_10017722
chr7	149733496	149734070	Pgl_GLEAN_10031371
chr7	149863619	149867577	Pgl_GLEAN_10017723
chr7	149868371	149870766	Pgl_GLEAN_10017724
chr7	149872303	149876633	Pgl_GLEAN_10017725
chr7	149881838	149882492	Pgl_GLEAN_10017726
chr7	150330070	150335790	Pgl_GLEAN_10009201
chr7	150385071	150395714	Pgl_GLEAN_10009202
chr7	150397920	150398300	Pgl_GLEAN_10009203
chr7	150417304	150417717	Pgl_GLEAN_10009204
chr7	150782557	150783270	Pgl_GLEAN_10006651
chr7	150955994	150956778	Pgl_GLEAN_10002398
chr7	150962178	150969165	Pgl_GLEAN_10028886
chr7	151011711	151014278	Pgl_GLEAN_10028887
chr7	151015920	151016388	Pgl_GLEAN_10030502
chr7	151129535	151130005	Pgl_GLEAN_10028888
chr7	151141339	151142125	Pgl_GLEAN_10033528
chr7	151219465	151221561	Pgl_GLEAN_10028889
