chromosome	start	end	ID_genes
chr4	118564898	118565573	Pgl_GLEAN_10010533
chr4	118653249	118654735	Pgl_GLEAN_10020786
chr4	118702101	118708624	Pgl_GLEAN_10006359
chr4	118779585	118780202	Pgl_GLEAN_10011138
chr4	118810073	118811755	Pgl_GLEAN_10006358
chr4	118827807	118828587	Pgl_GLEAN_10036916
chr4	118832065	118833095	Pgl_GLEAN_10017627
chr4	118838181	118838387	Pgl_GLEAN_10030978
chr4	118877558	118877860	Pgl_GLEAN_10023001
chr4	118878352	118878585	Pgl_GLEAN_10030947
chr4	118887016	118888595	Pgl_GLEAN_10006357
chr4	118888746	118889213	Pgl_GLEAN_10006356
chr4	118890636	118891496	Pgl_GLEAN_10006355
chr4	118949639	118952132	Pgl_GLEAN_10006354
chr4	118956340	118956651	Pgl_GLEAN_10033725
chr4	119031785	119032515	Pgl_GLEAN_10032493
chr4	119150289	119152561	Pgl_GLEAN_10032492
chr4	119215096	119215602	Pgl_GLEAN_10032491
chr4	119216161	119216610	Pgl_GLEAN_10032490
chr4	119217954	119218556	Pgl_GLEAN_10032489
chr4	119309311	119311528	Pgl_GLEAN_10017904
chr4	119368805	119370026	Pgl_GLEAN_10032488
chr4	119458454	119459101	Pgl_GLEAN_10013293
chr4	119466201	119466767	Pgl_GLEAN_10032487
chr4	119467695	119469275	Pgl_GLEAN_10032486
chr4	119485752	119486441	Pgl_GLEAN_10016668
chr4	119497321	119497554	Pgl_GLEAN_10018939
chr4	119619531	119620357	Pgl_GLEAN_10006114
chr4	119648617	119652134	Pgl_GLEAN_10017900
chr4	119675454	119677506	Pgl_GLEAN_10017901
chr4	119692273	119697483	Pgl_GLEAN_10017902
chr4	119739819	119748299	Pgl_GLEAN_10017903
chr4	119767083	119770823	Pgl_GLEAN_10017905
chr4	119771630	119777936	Pgl_GLEAN_10017906
chr4	119806622	119806914	Pgl_GLEAN_10017907
chr4	119833037	119833940	Pgl_GLEAN_10017908
chr4	119851647	119852436	Pgl_GLEAN_10017909
chr4	119884629	119885525	Pgl_GLEAN_10020292
chr4	119887125	119887700	Pgl_GLEAN_10003740
chr4	119924107	119925097	Pgl_GLEAN_10017910
chr4	119927734	119929627	Pgl_GLEAN_10017911
chr4	119954135	119955761	Pgl_GLEAN_10017912
chr4	119957055	119957432	Pgl_GLEAN_10017913
chr4	120010623	120010958	Pgl_GLEAN_10017914
chr4	120031338	120032978	Pgl_GLEAN_10017915
chr4	120081696	120082428	Pgl_GLEAN_10017916
chr4	120087727	120088170	Pgl_GLEAN_10017917
chr4	120096658	120096933	Pgl_GLEAN_10017918
chr4	120099314	120099736	Pgl_GLEAN_10017919
chr4	120152437	120152700	Pgl_GLEAN_10017920
chr4	120173517	120174305	Pgl_GLEAN_10017921
chr4	120306786	120314453	Pgl_GLEAN_10017922
chr4	120323706	120330839	Pgl_GLEAN_10017923
chr4	120342747	120342979	Pgl_GLEAN_10017231
chr4	120738834	120744369	Pgl_GLEAN_10000741
chr4	120747844	120748248	Pgl_GLEAN_10000740
chr4	120803223	120803456	Pgl_GLEAN_10010523
chr4	120863963	120867656	Pgl_GLEAN_10000362
chr4	120869376	120870842	Pgl_GLEAN_10000363
chr4	120871405	120872451	Pgl_GLEAN_10000364
chr4	120884172	120884405	Pgl_GLEAN_10001178
chr4	121010765	121011466	Pgl_GLEAN_10005254
chr4	121103958	121104248	Pgl_GLEAN_10028823
chr4	121104115	121105371	Pgl_GLEAN_10029421
chr4	121162098	121162331	Pgl_GLEAN_10037452
chr4	121257853	121259282	Pgl_GLEAN_10005224
chr4	121349079	121349348	Pgl_GLEAN_10001628
chr4	121365958	121368795	Pgl_GLEAN_10001629
chr4	121372238	121375249	Pgl_GLEAN_10001630
chr4	121409726	121409965	Pgl_GLEAN_10000160
chr4	121612637	121616077	Pgl_GLEAN_10013122
chr4	121617197	121618840	Pgl_GLEAN_10013123
chr4	121621977	121623470	Pgl_GLEAN_10013124
chr4	121650305	121654094	Pgl_GLEAN_10013125
chr4	121656256	121657103	Pgl_GLEAN_10014611
chr4	121701191	121703976	Pgl_GLEAN_10013126
chr4	121727673	121729582	Pgl_GLEAN_10010827
chr4	121759115	121763373	Pgl_GLEAN_10013127
chr4	121769949	121777849	Pgl_GLEAN_10013128
chr4	121859501	121862397	Pgl_GLEAN_10012614
chr4	121863153	121865555	Pgl_GLEAN_10012615
chr4	121885209	121885472	Pgl_GLEAN_10018559
chr4	121931770	121934405	Pgl_GLEAN_10012617
chr4	121962655	121963821	Pgl_GLEAN_10012618
chr4	121971042	121971385	Pgl_GLEAN_10030077
chr4	121971891	121972130	Pgl_GLEAN_10036626
chr4	121987573	121989025	Pgl_GLEAN_10012619
chr4	122079594	122081163	Pgl_GLEAN_10012620
chr4	122166146	122169518	Pgl_GLEAN_10012621
chr4	122170036	122180221	Pgl_GLEAN_10012622
chr4	122261543	122262219	Pgl_GLEAN_10012623
chr4	122317034	122318014	Pgl_GLEAN_10012624
chr4	122320431	122323329	Pgl_GLEAN_10012625
chr4	122436797	122437396	Pgl_GLEAN_10008752
chr4	122443003	122443835	Pgl_GLEAN_10008751
chr4	122473448	122476026	Pgl_GLEAN_10008750
chr4	122477299	122480211	Pgl_GLEAN_10008749
chr4	122488053	122492044	Pgl_GLEAN_10008748
chr4	122627647	122628376	Pgl_GLEAN_10008747
chr4	122697999	122699984	Pgl_GLEAN_10008746
chr4	122700840	122702123	Pgl_GLEAN_10008745
chr4	122740519	122740854	Pgl_GLEAN_10026381
chr4	122821635	122821832	Pgl_GLEAN_10008744
chr4	122823954	122824367	Pgl_GLEAN_10008743
chr4	122827630	122828402	Pgl_GLEAN_10008742
chr4	123030036	123033694	Pgl_GLEAN_10009284
chr4	123133514	123133907	Pgl_GLEAN_10002157
chr4	123167631	123168410	Pgl_GLEAN_10009285
chr4	123222431	123224043	Pgl_GLEAN_10009286
chr4	123265216	123266123	Pgl_GLEAN_10009287
chr4	123270246	123270690	Pgl_GLEAN_10009288
chr4	123321813	123322322	Pgl_GLEAN_10021436
chr4	123343931	123345561	Pgl_GLEAN_10006423
chr4	123359142	123359489	Pgl_GLEAN_10006424
chr4	123436868	123437308	Pgl_GLEAN_10035390
chr4	123437939	123438354	Pgl_GLEAN_10006425
chr4	123449694	123450005	Pgl_GLEAN_10006426
chr4	123531710	123532666	Pgl_GLEAN_10034269
chr4	123737307	123737540	Pgl_GLEAN_10021438
chr4	123879204	123883483	Pgl_GLEAN_10008211
chr4	123888634	123890620	Pgl_GLEAN_10010376
chr4	123922532	123922874	Pgl_GLEAN_10035915
chr4	124125229	124125569	Pgl_GLEAN_10014414
chr4	124127949	124128245	Pgl_GLEAN_10008212
chr4	124154444	124154722	Pgl_GLEAN_10011996
chr4	124219372	124220361	Pgl_GLEAN_10016935
chr4	124259460	124264742	Pgl_GLEAN_10001202
chr4	124385273	124385692	Pgl_GLEAN_10000727
chr4	124393524	124396287	Pgl_GLEAN_10000728
chr4	124401112	124403187	Pgl_GLEAN_10000729
chr4	124404543	124405295	Pgl_GLEAN_10000730
chr4	124405868	124407624	Pgl_GLEAN_10000731
chr4	124409265	124416631	Pgl_GLEAN_10000732
chr4	124449397	124449865	Pgl_GLEAN_10030502
chr4	124451565	124452026	Pgl_GLEAN_10000733
chr4	124589115	124589636	Pgl_GLEAN_10000981
chr4	124846875	124847904	Pgl_GLEAN_10008138
chr4	124881674	124882360	Pgl_GLEAN_10005420
chr4	124902482	124902754	Pgl_GLEAN_10028182
chr4	125077748	125080100	Pgl_GLEAN_10030618
chr4	125187041	125188124	Pgl_GLEAN_10029596
chr4	125325126	125325697	Pgl_GLEAN_10029597
chr4	125388640	125389855	Pgl_GLEAN_10015460
chr4	125473319	125473625	Pgl_GLEAN_10030984
chr4	125506188	125506772	Pgl_GLEAN_10007153
chr4	125539114	125540277	Pgl_GLEAN_10029598
chr4	125565009	125565557	Pgl_GLEAN_10029599
chr4	125669490	125669654	Pgl_GLEAN_10029600
chr4	125696183	125697140	Pgl_GLEAN_10035507
chr4	125728690	125729989	Pgl_GLEAN_10029601
chr4	125763371	125765222	Pgl_GLEAN_10029602
chr4	126191219	126191452	Pgl_GLEAN_10029603
chr4	126239321	126240035	Pgl_GLEAN_10020545
chr4	126364947	126365423	Pgl_GLEAN_10013693
chr4	126444362	126444655	Pgl_GLEAN_10029604
chr4	126455426	126456403	Pgl_GLEAN_10027942
chr4	126505293	126507225	Pgl_GLEAN_10009463
chr4	126527646	126535155	Pgl_GLEAN_10001243
chr4	126674588	126679554	Pgl_GLEAN_10015735
chr4	126682899	126683162	Pgl_GLEAN_10015734
chr4	126689813	126690082	Pgl_GLEAN_10015733
chr4	126722636	126725704	Pgl_GLEAN_10015732
chr4	126727001	126729667	Pgl_GLEAN_10015731
chr4	126752917	126753562	Pgl_GLEAN_10015730
chr4	126755476	126756020	Pgl_GLEAN_10021685
chr4	126764774	126764994	Pgl_GLEAN_10015729
chr4	126766690	126768782	Pgl_GLEAN_10015728
chr4	126772256	126782157	Pgl_GLEAN_10015727
