chromosome	start	end	ID_genes
chr6	224139443	224143760	GLEAN_10022733
chr6	224144291	224150527	GLEAN_10022732
chr6	224168130	224173038	GLEAN_10022731
chr6	224194289	224198340	GLEAN_10021273
chr6	224219583	224226022	GLEAN_10021274
chr6	224253502	224256506	GLEAN_10021275
chr6	224258481	224259433	GLEAN_10021276
chr6	224262167	224262879	GLEAN_10021277
chr6	224269734	224272267	GLEAN_10021278
chr6	224310099	224312135	GLEAN_10021279
chr6	224372100	224372632	GLEAN_10021280
chr6	224374386	224377748	GLEAN_10021281
chr6	224439272	224443603	GLEAN_10021282
chr6	224449632	224463164	GLEAN_10021283
chr6	224466080	224469773	GLEAN_10021284
chr6	224473786	224474733	GLEAN_10021285
chr6	224496457	224497686	GLEAN_10029421
chr6	224542660	224543491	GLEAN_10021286
chr6	224865050	224865997	GLEAN_10021287
chr6	224877226	224877822	GLEAN_10021288
chr6	224878088	224880375	GLEAN_10021289
chr6	224950866	224951099	GLEAN_10033507
chr6	224991056	224994935	GLEAN_10021291
chr6	225095103	225097358	GLEAN_10021292
chr6	225099827	225103149	GLEAN_10021293
chr6	225104709	225106126	GLEAN_10021294
chr6	225271405	225271638	GLEAN_10038152
chr6	225437719	225438615	GLEAN_10030953
chr6	225444785	225449194	GLEAN_10030952
chr6	225455919	225458748	GLEAN_10030951
chr6	225461289	225463542	GLEAN_10030950
chr6	225600275	225600445	GLEAN_10009068
chr6	225801415	225802486	GLEAN_10009272
chr6	225849626	225849915	GLEAN_10030949
chr6	225897702	225899272	GLEAN_10030948
chr6	226022455	226027978	GLEAN_10030946
chr6	226131854	226133055	GLEAN_10017797
chr6	226134257	226134745	GLEAN_10030943
chr6	226430968	226432480	GLEAN_10030942
chr6	226434385	226435464	GLEAN_10030941
chr6	226474207	226475117	GLEAN_10030940
chr6	226490564	226490803	GLEAN_10000160
chr6	226529347	226534050	GLEAN_10030939
chr6	226544114	226547272	GLEAN_10030938
chr6	226548334	226548834	GLEAN_10030937
chr6	226590757	226592173	GLEAN_10030936
chr6	226596802	226597983	GLEAN_10015657
chr6	226612295	226612536	GLEAN_10035670
chr6	226658379	226658777	GLEAN_10030935
chr6	226749363	226749613	GLEAN_10030934
chr6	226813317	226817013	GLEAN_10030933
chr6	226822911	226823336	GLEAN_10030932
chr6	226826854	226829076	GLEAN_10030931
chr6	226837374	226837754	GLEAN_10030930
chr6	226923406	226923814	GLEAN_10026069
chr6	226953508	226953768	GLEAN_10030929
chr6	226990693	226990883	GLEAN_10030928
chr6	226992800	227000424	GLEAN_10030927
chr6	227011451	227011869	GLEAN_10030926
chr6	227054162	227054479	GLEAN_10016723
chr6	227450307	227451926	GLEAN_10010432
chr6	227526178	227530441	GLEAN_10010433
chr6	227539643	227539875	GLEAN_10007243
chr6	227547430	227548818	GLEAN_10010434
chr6	227552978	227562534	GLEAN_10010435
chr6	227558879	227559637	GLEAN_10010436
chr6	227565506	227568085	GLEAN_10010437
chr6	227597777	227600761	GLEAN_10010438
chr6	227601455	227602144	GLEAN_10010439
chr6	227612019	227612303	GLEAN_10010440
chr6	227613572	227616204	GLEAN_10010441
chr6	227782381	227790864	GLEAN_10001007
chr6	227836417	227836956	GLEAN_10001010
chr6	227845059	227845784	GLEAN_10001011
chr6	227853926	227855942	GLEAN_10001012
chr6	227860505	227861343	GLEAN_10001013
chr6	228066384	228066563	GLEAN_10000558
chr6	228154269	228154648	GLEAN_10037884
chr6	228228814	228231647	GLEAN_10001522
chr6	228368496	228369890	GLEAN_10000369
chr6	228418713	228418949	GLEAN_10033076
chr6	228434336	228435154	GLEAN_10013278
chr6	228471304	228471894	GLEAN_10010409
chr6	228499031	228499670	GLEAN_10031186
chr6	228505146	228507988	GLEAN_10013279
chr6	228508781	228512872	GLEAN_10013280
chr6	228546316	228548104	GLEAN_10013281
chr6	228597419	228600259	GLEAN_10013282
chr6	228602081	228603932	GLEAN_10013283
chr6	228816089	228817901	GLEAN_10013284
chr6	228830538	228832457	GLEAN_10013285
chr6	228833170	228845361	GLEAN_10013286
chr6	228846814	228852326	GLEAN_10013287
chr6	228852858	228853854	GLEAN_10013288
chr6	229036462	229038543	GLEAN_10015679
chr6	229054862	229055134	GLEAN_10012955
chr6	229139931	229141250	GLEAN_10015680
chr6	229157448	229157840	GLEAN_10015681
chr6	229328884	229329060	GLEAN_10024499
chr6	229329349	229331399	GLEAN_10015688
chr6	229333113	229336187	GLEAN_10015689
chr6	229342089	229343588	GLEAN_10015690
chr6	229353222	229355564	GLEAN_10015691
chr6	229358836	229364813	GLEAN_10015692
chr6	229376263	229379564	GLEAN_10015693
chr6	229404406	229404598	GLEAN_10003359
chr6	229408537	229413724	GLEAN_10015694
