chromosome	start	end	ID_genes
chr1	99799584	99800039	Pgl_GLEAN_10027486
chr1	99802235	99802693	Pgl_GLEAN_10027485
chr1	99832777	99837812	Pgl_GLEAN_10027484
chr1	99859460	99859891	Pgl_GLEAN_10027483
chr1	99861292	99863985	Pgl_GLEAN_10027482
chr1	99869103	99869966	Pgl_GLEAN_10017006
chr1	99884129	99886693	Pgl_GLEAN_10027480
chr1	100033400	100035014	Pgl_GLEAN_10027479
chr1	100041711	100042730	Pgl_GLEAN_10027478
chr1	100119461	100119745	Pgl_GLEAN_10012791
chr1	100168431	100168664	Pgl_GLEAN_10007243
chr1	100305143	100308912	Pgl_GLEAN_10016515
chr1	100345004	100347371	Pgl_GLEAN_10027477
chr1	100373216	100373971	Pgl_GLEAN_10027476
chr1	100467442	100467753	Pgl_GLEAN_10027475
chr1	100472324	100472608	Pgl_GLEAN_10027474
chr1	100510092	100510453	Pgl_GLEAN_10029732
chr1	100545981	100546451	Pgl_GLEAN_10027473
chr1	100560661	100561506	Pgl_GLEAN_10027472
chr1	100561930	100562475	Pgl_GLEAN_10027471
chr1	100563611	100566769	Pgl_GLEAN_10027470
chr1	100616068	100616796	Pgl_GLEAN_10027469
chr1	100621966	100625245	Pgl_GLEAN_10027468
chr1	100625836	100626378	Pgl_GLEAN_10027467
chr1	100660494	100663439	Pgl_GLEAN_10027466
chr1	100684299	100684610	Pgl_GLEAN_10027465
chr1	100721784	100723095	Pgl_GLEAN_10027464
chr1	101090562	101095313	Pgl_GLEAN_10002661
chr1	101100734	101104125	Pgl_GLEAN_10002662
chr1	101108708	101111472	Pgl_GLEAN_10002663
chr1	101113687	101114723	Pgl_GLEAN_10002664
chr1	101124775	101133806	Pgl_GLEAN_10002665
chr1	101135217	101135516	Pgl_GLEAN_10002666
chr1	101137578	101146887	Pgl_GLEAN_10002667
chr1	101172366	101172569	Pgl_GLEAN_10001508
chr1	101173457	101174257	Pgl_GLEAN_10038070
chr1	101175876	101176823	Pgl_GLEAN_10005084
chr1	101188324	101189014	Pgl_GLEAN_10024742
chr1	101194126	101195070	Pgl_GLEAN_10033777
chr1	101348125	101348442	Pgl_GLEAN_10004003
chr1	101373793	101375542	Pgl_GLEAN_10004004
chr1	101728066	101730146	Pgl_GLEAN_10007225
chr1	101751260	101751905	Pgl_GLEAN_10007226
chr1	101955798	101956031	Pgl_GLEAN_10026750
chr1	102050275	102050847	Pgl_GLEAN_10028819
chr1	102190925	102192935	Pgl_GLEAN_10026749
chr1	102218993	102219666	Pgl_GLEAN_10017530
chr1	102379223	102379648	Pgl_GLEAN_10026748
chr1	102436145	102437235	Pgl_GLEAN_10026747
chr1	102478904	102481443	Pgl_GLEAN_10026746
chr1	102511347	102520260	Pgl_GLEAN_10026745
chr1	102572381	102572647	Pgl_GLEAN_10026744
chr1	102613500	102623510	Pgl_GLEAN_10026743
chr1	102767092	102772385	Pgl_GLEAN_10026742
chr1	102816323	102825778	Pgl_GLEAN_10026741
chr1	103166304	103167861	Pgl_GLEAN_10014883
chr1	103195706	103196026	Pgl_GLEAN_10014882
chr1	103303873	103304427	Pgl_GLEAN_10037491
chr1	103402723	103403349	Pgl_GLEAN_10011138
chr1	103519962	103521057	Pgl_GLEAN_10014880
chr1	103568925	103569710	Pgl_GLEAN_10033528
chr1	103753319	103755333	Pgl_GLEAN_10028213
chr1	103769236	103777804	Pgl_GLEAN_10021487
chr1	103868633	103876962	Pgl_GLEAN_10021486
chr1	103877649	103878098	Pgl_GLEAN_10021485
chr1	103993233	103995586	Pgl_GLEAN_10036998
chr1	104092083	104092680	Pgl_GLEAN_10025226
chr1	104217036	104217856	Pgl_GLEAN_10021484
chr1	104289870	104290364	Pgl_GLEAN_10021483
chr1	104294503	104295499	Pgl_GLEAN_10021482
chr1	104314926	104315934	Pgl_GLEAN_10021481
chr1	104317498	104318502	Pgl_GLEAN_10021480
chr1	104319930	104320697	Pgl_GLEAN_10021479
chr1	104321469	104321669	Pgl_GLEAN_10021478
chr1	104335318	104335854	Pgl_GLEAN_10021477
chr1	104905741	104906160	Pgl_GLEAN_10028221
chr1	104989424	104989804	Pgl_GLEAN_10028796
chr1	104990711	104991780	Pgl_GLEAN_10021574
chr1	105035781	105038474	Pgl_GLEAN_10008922
chr1	105071132	105074693	Pgl_GLEAN_10008921
chr1	105196510	105197185	Pgl_GLEAN_10010533
chr1	105247072	105254269	Pgl_GLEAN_10023880
chr1	105405027	105405740	Pgl_GLEAN_10020545
chr1	105506479	105506983	Pgl_GLEAN_10033083
chr1	105746287	105746763	Pgl_GLEAN_10013693
chr1	105866969	105870387	Pgl_GLEAN_10023882
chr1	105931443	105931922	Pgl_GLEAN_10023883
chr1	106069396	106069629	Pgl_GLEAN_10001122
chr1	106175202	106175580	Pgl_GLEAN_10016380
chr1	106210808	106213225	Pgl_GLEAN_10023884
chr1	106226855	106227814	Pgl_GLEAN_10023885
chr1	106270917	106272000	Pgl_GLEAN_10023886
chr1	106384115	106384600	Pgl_GLEAN_10005382
chr1	106705688	106706467	Pgl_GLEAN_10017973
chr1	106757899	106758498	Pgl_GLEAN_10017974
chr1	106759800	106760820	Pgl_GLEAN_10010841
chr1	106879084	106880219	Pgl_GLEAN_10017975
chr1	107005267	107008654	Pgl_GLEAN_10017976
chr1	107017338	107017610	Pgl_GLEAN_10012955
chr1	107087087	107087764	Pgl_GLEAN_10017977
chr1	107092312	107095591	Pgl_GLEAN_10002394
chr1	107103915	107104259	Pgl_GLEAN_10000854
chr1	107118616	107120129	Pgl_GLEAN_10017978
chr1	107380715	107383559	Pgl_GLEAN_10017979
chr1	107404967	107411470	Pgl_GLEAN_10017980
chr1	107508629	107508835	Pgl_GLEAN_10016333
chr1	107770450	107771092	Pgl_GLEAN_10021476
chr1	107797951	107798288	Pgl_GLEAN_10017562
chr1	107917151	107917744	Pgl_GLEAN_10006875
chr1	107996487	107997184	Pgl_GLEAN_10022399
chr1	108215551	108217215	Pgl_GLEAN_10030486
chr1	108356790	108357227	Pgl_GLEAN_10005076
chr1	108372604	108375432	Pgl_GLEAN_10030485
chr1	108395489	108396240	Pgl_GLEAN_10030484
chr1	108398312	108398590	Pgl_GLEAN_10006571
chr1	108448444	108451814	Pgl_GLEAN_10025107
chr1	108466067	108467111	Pgl_GLEAN_10027773
chr1	108605957	108606178	Pgl_GLEAN_10017630
chr1	108617780	108618103	Pgl_GLEAN_10030483
chr1	108633374	108633817	Pgl_GLEAN_10030482
chr1	108664020	108664265	Pgl_GLEAN_10030481
chr1	108665239	108665583	Pgl_GLEAN_10030480
chr1	108761599	108762180	Pgl_GLEAN_10030479
chr1	108879129	108879587	Pgl_GLEAN_10033536
chr1	108962677	108963384	Pgl_GLEAN_10030478
chr1	108976868	108977104	Pgl_GLEAN_10030477
chr1	109118554	109119366	Pgl_GLEAN_10030476
chr1	109135895	109142901	Pgl_GLEAN_10030475
chr1	109182176	109182567	Pgl_GLEAN_10030474
chr1	109602816	109603176	Pgl_GLEAN_10000247
chr1	109747551	109750347	Pgl_GLEAN_10011877
chr1	109762204	109762692	Pgl_GLEAN_10011876
chr1	109817972	109819757	Pgl_GLEAN_10025848
chr1	109859320	109859577	Pgl_GLEAN_10011875
chr1	110021192	110022025	Pgl_GLEAN_10011874
chr1	110051667	110062077	Pgl_GLEAN_10011873
chr1	110177220	110177528	Pgl_GLEAN_10011872
chr1	110304764	110305453	Pgl_GLEAN_10016668
chr1	110368623	110370815	Pgl_GLEAN_10006474
chr1	110393168	110393833	Pgl_GLEAN_10006473
chr1	110397944	110399139	Pgl_GLEAN_10006472
chr1	110589928	110590641	Pgl_GLEAN_10025878
chr1	110600263	110600605	Pgl_GLEAN_10006470
chr1	111043128	111046037	Pgl_GLEAN_10006235
chr1	111061982	111062266	Pgl_GLEAN_10006906
chr1	111161437	111161671	Pgl_GLEAN_10017431
chr1	111267233	111269690	Pgl_GLEAN_10009981
chr1	111479078	111480433	Pgl_GLEAN_10009982
chr1	111575031	111575603	Pgl_GLEAN_10009983
chr1	111599582	111600747	Pgl_GLEAN_10017628
chr1	111605346	111607180	Pgl_GLEAN_10037902
chr1	111762890	111763887	Pgl_GLEAN_10019888
chr1	111996913	111998497	Pgl_GLEAN_10019864
chr1	112007066	112007629	Pgl_GLEAN_10019863
chr1	112008463	112008819	Pgl_GLEAN_10019862
chr1	112039662	112040303	Pgl_GLEAN_10018198
chr1	112044069	112047623	Pgl_GLEAN_10022303
chr1	112093805	112094440	Pgl_GLEAN_10019859
chr1	112116808	112117230	Pgl_GLEAN_10019858
chr1	112152744	112153842	Pgl_GLEAN_10019857
chr1	112559188	112559408	Pgl_GLEAN_10019854
chr1	112617399	112618181	Pgl_GLEAN_10009877
chr1	112787252	112787756	Pgl_GLEAN_10038716
chr1	112821317	112826275	Pgl_GLEAN_10038717
chr1	112927808	112930097	Pgl_GLEAN_10038718
chr1	113052977	113053147	Pgl_GLEAN_10009068
chr1	113118263	113118688	Pgl_GLEAN_10038719
chr1	113222072	113223862	Pgl_GLEAN_10038720
chr1	113411637	113412240	Pgl_GLEAN_10008513
chr1	113460387	113460970	Pgl_GLEAN_10007153
chr1	113488099	113488371	Pgl_GLEAN_10024633
chr1	113679720	113681249	Pgl_GLEAN_10008373
chr1	113938079	113938510	Pgl_GLEAN_10028287
chr1	114029627	114030076	Pgl_GLEAN_10028288
chr1	114312747	114316010	Pgl_GLEAN_10028289
chr1	114443751	114445425	Pgl_GLEAN_10028290
chr1	114451488	114452984	Pgl_GLEAN_10028291
chr1	114524434	114525385	Pgl_GLEAN_10028292
chr1	114621018	114622322	Pgl_GLEAN_10028293
chr1	114630216	114630698	Pgl_GLEAN_10028294
chr1	114712602	114712915	Pgl_GLEAN_10028295
chr1	114799323	114801251	Pgl_GLEAN_10028296
chr1	114916394	114917315	Pgl_GLEAN_10028297
chr1	114942597	114944898	Pgl_GLEAN_10028298
chr1	114979826	114980099	Pgl_GLEAN_10028299
chr1	115114084	115118368	Pgl_GLEAN_10028300
chr1	115162536	115163035	Pgl_GLEAN_10009327
chr1	115218795	115220551	Pgl_GLEAN_10013424
chr1	115285962	115287318	Pgl_GLEAN_10006525
chr1	115299835	115300302	Pgl_GLEAN_10026208
chr1	115417590	115419742	Pgl_GLEAN_10026207
chr1	115433522	115433965	Pgl_GLEAN_10026206
chr1	115483481	115485166	Pgl_GLEAN_10026205
chr1	115577632	115579883	Pgl_GLEAN_10026204
chr1	115598388	115600057	Pgl_GLEAN_10026203
chr1	115660628	115661044	Pgl_GLEAN_10026202
chr1	115707523	115709080	Pgl_GLEAN_10026201
chr1	115780223	115780855	Pgl_GLEAN_10026200
chr1	115817932	115818273	Pgl_GLEAN_10026199
chr1	115903789	115904735	Pgl_GLEAN_10026198
chr1	116050691	116058929	Pgl_GLEAN_10026197
chr1	116078233	116078900	Pgl_GLEAN_10026196
chr1	116088041	116088733	Pgl_GLEAN_10026195
chr1	116169560	116169793	Pgl_GLEAN_10007734
chr1	116288744	116289700	Pgl_GLEAN_10026194
chr1	116636886	116637838	Pgl_GLEAN_10003815
chr1	116915806	116916200	Pgl_GLEAN_10012174
chr1	117353786	117355486	Pgl_GLEAN_10038694
chr1	117461249	117462161	Pgl_GLEAN_10038693
chr1	117563655	117565096	Pgl_GLEAN_10038692
chr1	117754018	117754335	Pgl_GLEAN_10038691
chr1	117836534	117836995	Pgl_GLEAN_10038690
chr1	117901912	117902724	Pgl_GLEAN_10038689
chr1	117959676	117961878	Pgl_GLEAN_10038688
chr1	118035331	118042326	Pgl_GLEAN_10038687
chr1	118045132	118045656	Pgl_GLEAN_10038686
chr1	118103252	118103485	Pgl_GLEAN_10016673
chr1	118799566	118799973	Pgl_GLEAN_10038684
chr1	118925422	118925924	Pgl_GLEAN_10028332
chr1	119376039	119376878	Pgl_GLEAN_10038683
chr1	119403643	119405169	Pgl_GLEAN_10038682
chr1	119511011	119511990	Pgl_GLEAN_10000561
chr1	119730505	119730804	Pgl_GLEAN_10003594
chr1	119735747	119748717	Pgl_GLEAN_10003595
chr1	119822815	119823036	Pgl_GLEAN_10031550
chr1	120462857	120464846	Pgl_GLEAN_10010734
chr1	120556423	120556716	Pgl_GLEAN_10010733
chr1	120594409	120595546	Pgl_GLEAN_10020385
chr1	120595958	120596733	Pgl_GLEAN_10021136
chr1	120756547	120756875	Pgl_GLEAN_10028236
chr1	120868346	120871828	Pgl_GLEAN_10005830
chr1	121147627	121150906	Pgl_GLEAN_10009769
chr1	121176362	121176679	Pgl_GLEAN_10009770
chr1	121487427	121501489	Pgl_GLEAN_10005535
chr1	121975368	121975809	Pgl_GLEAN_10021723
chr1	122126162	122129983	Pgl_GLEAN_10021721
chr1	122574883	122580299	Pgl_GLEAN_10021720
chr1	122722471	122723406	Pgl_GLEAN_10021719
chr1	122856607	122857824	Pgl_GLEAN_10015460
chr1	122881415	122882593	Pgl_GLEAN_10001150
chr1	122919475	122930736	Pgl_GLEAN_10016414
chr1	123073853	123074693	Pgl_GLEAN_10016415
chr1	123264152	123264571	Pgl_GLEAN_10016416
chr1	123332945	123333873	Pgl_GLEAN_10003012
chr1	123455522	123456229	Pgl_GLEAN_10016417
chr1	123465337	123465771	Pgl_GLEAN_10016418
chr1	123632081	123632719	Pgl_GLEAN_10016451
chr1	123705069	123705362	Pgl_GLEAN_10037288
chr1	123834260	123835203	Pgl_GLEAN_10020246
chr1	123836051	123839404	Pgl_GLEAN_10020247
chr1	124053026	124053285	Pgl_GLEAN_10034773
chr1	124397435	124398090	Pgl_GLEAN_10020248
chr1	124517819	124518400	Pgl_GLEAN_10016913
chr1	124601823	124602262	Pgl_GLEAN_10012500
chr1	124786814	124788345	Pgl_GLEAN_10005508
chr1	124840526	124840830	Pgl_GLEAN_10038071
chr1	124860867	124861989	Pgl_GLEAN_10005509
chr1	124892032	124892249	Pgl_GLEAN_10011231
chr1	124923067	124925364	Pgl_GLEAN_10005510
chr1	124935758	124937583	Pgl_GLEAN_10005511
chr1	125022420	125031445	Pgl_GLEAN_10005512
chr1	125196215	125198143	Pgl_GLEAN_10004137
chr1	125321047	125321199	Pgl_GLEAN_10004136
chr1	125378720	125380841	Pgl_GLEAN_10004135
chr1	125383556	125384105	Pgl_GLEAN_10004134
chr1	125455261	125456025	Pgl_GLEAN_10035580
chr1	125605275	125605766	Pgl_GLEAN_10009488
chr1	125678460	125679059	Pgl_GLEAN_10009489
chr1	125711576	125712815	Pgl_GLEAN_10009490
chr1	125737316	125738317	Pgl_GLEAN_10029839
chr1	125908934	125910150	Pgl_GLEAN_10020384
chr1	126056166	126064984	Pgl_GLEAN_10027352
chr1	126177070	126177399	Pgl_GLEAN_10027350
chr1	126340404	126342044	Pgl_GLEAN_10027349
chr1	126378416	126379184	Pgl_GLEAN_10027348
chr1	126737209	126737850	Pgl_GLEAN_10003803
chr1	127241506	127243188	Pgl_GLEAN_10027347
chr1	127484249	127484879	Pgl_GLEAN_10005710
chr1	127673694	127674149	Pgl_GLEAN_10037467
chr1	127685001	127686531	Pgl_GLEAN_10037468
chr1	127859783	127871941	Pgl_GLEAN_10037469
chr1	128024634	128025812	Pgl_GLEAN_10020790
chr1	128067754	128067987	Pgl_GLEAN_10018340
chr1	128082959	128084630	Pgl_GLEAN_10037470
chr1	128230090	128230445	Pgl_GLEAN_10037471
chr1	128359886	128360233	Pgl_GLEAN_10037472
chr1	128364829	128365383	Pgl_GLEAN_10037473
chr1	128540326	128541369	Pgl_GLEAN_10037474
chr1	128666950	128667264	Pgl_GLEAN_10037475
chr1	128766028	128766339	Pgl_GLEAN_10031261
chr1	128768158	128769406	Pgl_GLEAN_10037477
chr1	129066375	129066923	Pgl_GLEAN_10037478
chr1	129083826	129084488	Pgl_GLEAN_10037479
chr1	129165123	129166335	Pgl_GLEAN_10030089
chr1	129186902	129187974	Pgl_GLEAN_10037480
chr1	129418516	129419128	Pgl_GLEAN_10003637
chr1	129538120	129540747	Pgl_GLEAN_10037481
chr1	129649950	129650510	Pgl_GLEAN_10037482
chr1	129686571	129688937	Pgl_GLEAN_10037483
chr1	129773634	129774155	Pgl_GLEAN_10037484
chr1	129856313	129856565	Pgl_GLEAN_10000370
chr1	130102207	130107242	Pgl_GLEAN_10002720
chr1	130107841	130108950	Pgl_GLEAN_10036535
chr1	130112652	130113010	Pgl_GLEAN_10037485
chr1	130133666	130134187	Pgl_GLEAN_10037486
chr1	130151286	130151544	Pgl_GLEAN_10035031
chr1	130346553	130353112	Pgl_GLEAN_10037487
chr1	130438926	130439858	Pgl_GLEAN_10037488
chr1	130552749	130554484	Pgl_GLEAN_10037489
chr1	130555826	130556317	Pgl_GLEAN_10037490
chr1	130903393	130903722	Pgl_GLEAN_10027918
chr1	131113975	131114520	Pgl_GLEAN_10027919
chr1	131266827	131268442	Pgl_GLEAN_10027920
chr1	131371664	131371960	Pgl_GLEAN_10027921
chr1	131386628	131387630	Pgl_GLEAN_10004683
chr1	131412941	131413429	Pgl_GLEAN_10003696
chr1	131497152	131497313	Pgl_GLEAN_10027922
chr1	131551908	131553722	Pgl_GLEAN_10027923
chr1	131562137	131562802	Pgl_GLEAN_10027924
chr1	131585491	131587392	Pgl_GLEAN_10027925
chr1	131662452	131664133	Pgl_GLEAN_10027926
chr1	131694227	131694550	Pgl_GLEAN_10027927
chr1	131700342	131702340	Pgl_GLEAN_10027928
chr1	131801681	131802544	Pgl_GLEAN_10027929
chr1	131834486	131834980	Pgl_GLEAN_10027930
chr1	132065297	132065574	Pgl_GLEAN_10033457
chr1	132091955	132092395	Pgl_GLEAN_10001626
chr1	132102648	132103403	Pgl_GLEAN_10001625
chr1	132106430	132106753	Pgl_GLEAN_10010333
chr1	132119868	132122835	Pgl_GLEAN_10001624
chr1	132133319	132133925	Pgl_GLEAN_10001623
chr1	132138956	132140517	Pgl_GLEAN_10001622
chr1	132201845	132202804	Pgl_GLEAN_10005077
chr1	132487424	132487900	Pgl_GLEAN_10022299
chr1	132505639	132505992	Pgl_GLEAN_10022300
chr1	132549558	132552679	Pgl_GLEAN_10022301
chr1	132688861	132689655	Pgl_GLEAN_10022302
chr1	132706650	132707102	Pgl_GLEAN_10005378
chr1	132850047	132850660	Pgl_GLEAN_10022304
chr1	132939125	132939582	Pgl_GLEAN_10022305
chr1	133051833	133052375	Pgl_GLEAN_10008901
chr1	133081266	133082278	Pgl_GLEAN_10022306
chr1	133165800	133167181	Pgl_GLEAN_10022307
chr1	133465207	133466271	Pgl_GLEAN_10015924
chr1	133658170	133665922	Pgl_GLEAN_10005627
chr1	133667634	133668206	Pgl_GLEAN_10005626
chr1	133736801	133737208	Pgl_GLEAN_10005625
chr1	133760111	133761535	Pgl_GLEAN_10005624
chr1	133963254	133964211	Pgl_GLEAN_10035507
chr1	134009308	134009760	Pgl_GLEAN_10018881
chr1	134311324	134318243	Pgl_GLEAN_10018880
chr1	134452710	134456500	Pgl_GLEAN_10018879
chr1	134573051	134573971	Pgl_GLEAN_10018878
chr1	134778078	134778371	Pgl_GLEAN_10016373
chr1	134792985	134793788	Pgl_GLEAN_10016374
chr1	134891139	134892526	Pgl_GLEAN_10016375
chr1	134898771	134899214	Pgl_GLEAN_10016376
chr1	135030847	135031134	Pgl_GLEAN_10016377
chr1	135091673	135102206	Pgl_GLEAN_10016378
chr1	135113492	135116034	Pgl_GLEAN_10016379
chr1	135236111	135236503	Pgl_GLEAN_10016381
chr1	135268038	135269552	Pgl_GLEAN_10016382
chr1	135395009	135395972	Pgl_GLEAN_10016383
chr1	135515645	135518661	Pgl_GLEAN_10008035
chr1	135664162	135664467	Pgl_GLEAN_10024808
chr1	135808699	135814872	Pgl_GLEAN_10004062
chr1	135847667	135848317	Pgl_GLEAN_10010264
chr1	135851213	135852622	Pgl_GLEAN_10004061
chr1	136114672	136117284	Pgl_GLEAN_10028973
chr1	136341615	136342325	Pgl_GLEAN_10028972
chr1	136366255	136366866	Pgl_GLEAN_10034611
chr1	136435711	136436010	Pgl_GLEAN_10028971
chr1	136438745	136442529	Pgl_GLEAN_10028970
chr1	136462038	136468544	Pgl_GLEAN_10028969
chr1	136575747	136576091	Pgl_GLEAN_10017444
chr1	136722311	136723964	Pgl_GLEAN_10028968
chr1	136980450	136981661	Pgl_GLEAN_10028967
chr1	136983410	136983744	Pgl_GLEAN_10028966
