Contig_name	Status	BiAllelic_SNP	TriAllelic_SNP	QuadriAllelic_SNP	nN	nS	fixN	fixS	polymN0.0	polymS0.0	polymN0.2	polymS0.2	MK_nN	MK_nS	GCalfreq<=0.125	GCalfreq<=0.25	GCalfreq<=0.375	GCalfreq<=0.5	GCalfreq<=0.625	GCalfreq<=0.75	GCalfreq<=0.875	GCalfreq<=1	Pearl_millet_nb_sequence	Pearl_millet_nb_complete_site	Pearl_millet_GC3	Pearl_millet_piN	Pearl_millet_piS	Pearl_millet_Fit	Pearl_millet_WeirCockerham84_Fit	H(Sa-21-28423-02)	H(Sa-21-28423-03)	H(Sa-21-28425-02)	H(Sa-21-30147-01)	H(Sa-21-30147-02)	H(Sa-21-30147-03)	H(Sa-21-30147-04)	H(Sa-21-30218-01)	H(Sa-21-30218-02)	H(Sa-21-30218-03)	H(Sa-21-30507-01)	H(Sa-21-30507-02)	H(Sa-21-30515-01)	H(Sa-21-30515-02)	H(Sa-21-30529-02)	H(Sa-21-30529-03)	H(Sa-21-82410-01)	H(Sa-21-82410-02)	H(Sa-21-82410-03)	H(Sa-21-82410-04)	H(Sa-24-60424-01)	H(Sa-24-60424-03)	H(Sa-6-3189-01)	H(Sa-6-3189-02)	H(Sa-6-3189-03)	H(Sa-6-3189-04)	H(Sa-6-3385-01)	H(Sa-6-4253-01)	H(Sa-6-4253-02)	H(Sa-6-51263-02)	H(Sa-8-11559-01)	H(Sa-8-11559-03)	H(Sa-8-12129-01)	H(Sa-8-12129-02)	H(Sa-8-12129-03)	H(Sa-8-12129-04)	H(Sa-8-7085-01)	H(Sa-8-7085-02)	H(Sa-8-7085-03)	H(Sa-8-7085-04)	H(Sa-8-7085-05)	H(Sa-8-7085-06)	H(So-10-20006-01)	H(So-10-20006-02)	H(So-10-20006-03)	H(So-10-20110-02)	H(So-10-20110-03)	H(So-10-20117-01)	H(So-10-20117-03)	H(So-10-20279-01)	H(So-10-20279-02)	H(So-10-20279-03)	H(So-10-20302-01)	H(So-10-20302-02)	H(So-10-20302-03)	H(So-10-20327-01)	H(So-10-20327-02)	H(So-10-20327-03)	H(So-10-20333-01)	H(So-10-20333-02)	H(So-10-20333-03)	H(So-10-20333-04)	H(So-10-20333-05)	H(So-10-20347-01)	H(So-10-20347-02)	H(So-10-20347-03)	H(So-10-20363-01)	H(So-10-20363-02)	H(So-10-20363-03)	H(So-10-56965-01)	H(So-10-56965-02)	H(So-10-56965-03)	H(So-21-1061629-01)	H(So-21-1061629-02)	H(So-21-1061629-03)	H(So-21-28371-01)	H(So-21-28371-02)	H(So-21-28371-03)	H(So-21-28371-04)	H(So-21-28423-01)	H(So-21-28423-02)	H(So-21-28423-03)	H(So-21-28425-01)	H(So-21-28425-02)	H(So-21-28425-03)	H(So-21-28449-01)	H(So-21-28449-02)	H(So-21-28449-04)	H(So-21-29822-01)	H(So-21-29822-02)	H(So-21-30218-01)	H(So-21-30218-02)	H(So-21-30218-03)	H(So-21-30507-01)	H(So-21-30507-02)	H(So-21-30522-01)	H(So-21-30522-02)	H(So-21-30522-03)	H(So-21-30529-01)	H(So-21-30529-02)	H(So-21-30529-03)	H(So-6-3189-01)	H(So-6-3189-02)	H(So-6-3189-03)	H(So-6-3385-02)	H(So-6-4253-01)	H(So-6-4253-02)	H(So-6-4452-01)	H(So-6-51263-01)	H(So-6-51263-02)	H(So-8-11559-01)	H(So-8-11559-02)	H(So-8-11559-03)	H(So-8-6685-01)	H(So-8-6685-02)	H(So-8-6685-03)	H(So-8-6858-02)	H(So-8-6858-03)	H(So-8-7024-01)	H(So-8-7024-02)	H(So-8-7024-03)	H(So-8-7291-01)	H(So-8-7539-01)	H(So-8-7539-02)	H(So-8-7539-03)	H(So-8-7539-04)	
CDS_2945_chr7_129474_129528	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	156	18	0.5	0	0.0171216	0.497585	0.502423	-999	0	0	0	0	0	-999	0.0185185	0	0	0	-999	-999	-999	-999	-999	0	0	0	0	0	-999	0	-999	-999	0	-999	0	-999	-999	0	-999	-999	-999	0	0	-999	0	-999	-999	0.0185185	-999	0	0	0	0	0	-999	-999	0	0	-999	0	-999	0	-999	-999	-999	0	0	0	0.0185185	0.0185185	0	-999	0	0	0	0	0	0	0	-999	0	0.0185185	-999	-999	-999	0	0	0	0	0	0.0185185	-999	0	0	0	-999	0	0	0	0	0	-999	-999	0	-999	-999	0	0	0	0	-999	0	0.0185185	0	0	0	-999	-999	0	-999	-999	-999	-999	0	-999	0	0	-999	0	0.0185185	-999	0	0	
CDS_2946_chr7_129673_129884	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	178	70	0.314286	0	0.00495144	0.00910931	0.0147583	0	0	0	-999	0	0	0.0047619	0	-999	-999	0.0047619	-999	0	0	0	0	0	0	0	-999	0.0047619	0	0	-999	-999	-999	-999	0	-999	0	0.0047619	-999	0	0	0	-999	-999	0	-999	0	-999	-999	0	0	0	0	0	-999	0	-999	0	0	0.0047619	0	0	0	0.0047619	0.0047619	0.0047619	0.0047619	0.0047619	0	0	0.0047619	-999	0	0	0	0.0047619	0	0	0.0047619	-999	0	0	0.0047619	0	0.0047619	0	0.0047619	0.0047619	-999	-999	-999	-999	-999	0	0	-999	0	0	0	-999	0	0.0047619	0	-999	0.0047619	0	0	0	0	0	-999	0	0.0047619	0	0	0.0047619	-999	-999	0.0047619	-999	-999	0	0	0	0	-999	-999	0	0	-999	-999	0	0	
CDS_2947_chr7_136105_136212	OK	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	2	1	0	164	36	0.444444	0	0.0527668	0.0844078	0.0904959	0	0.0277778	0	0.0277778	-999	-999	0.0277778	0	-999	0	0	-999	0	0	0	0.0185185	0.00925926	0	0	0.0277778	0	0	-999	-999	-999	0	0	0	-999	0.0277778	-999	-999	-999	0	-999	-999	0.0277778	-999	-999	-999	0.0277778	0	-999	-999	0	-999	0.0185185	0.0277778	-999	-999	0.0277778	0.0185185	-999	0	0	0.0185185	-999	0.00925926	-999	-999	0	0	0	0	-999	-999	0	-999	0	-999	0.00925926	0.0277778	-999	0.0277778	0.0277778	0.0277778	-999	0	0	0.0277778	0.0277778	-999	0	0	-999	0	0.0185185	0	0	-999	0	-999	0	0	0	0	-999	0	0.0277778	0.0277778	0.0277778	0	0.0277778	0	0	0	-999	-999	0.0277778	0	-999	0	-999	0.0185185	-999	0.0277778	0	0	0	-999	0	-999	0.0277778	0	0.0277778	-999	
CDS_2948_chr7_228922_229097	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	246	58	0.482759	0.00213149	0.00700129	0.0238095	0.0278884	0	0	0	0	0	0	0	0	0	0	0	0	0.0114943	0	0	0	0.0114943	0	0.0114943	0	0	0	0	0.0114943	0	0	0.0114943	0	0.0114943	0	0	0.0114943	0	0.0114943	0	-999	0	0	0	0	0	0	0	0.0114943	0	0.0114943	0	0.0114943	0	0.0114943	0	0	0	0	0	0	-999	0.0114943	0.0114943	0.0114943	0.0114943	0.0114943	0	0	0	0	0	0	0.0114943	0	0	0.0114943	0	0	0	0	0	0	0.0114943	0.0114943	0.0114943	0	0.0114943	0	0	0.0114943	-999	0.0114943	0	0	0	0	0	0	0	0	0	0	0	0.0114943	0	0	0	0	0	0	0	0	0	0.0114943	0	0.0114943	0.0114943	0	0	0.0114943	0.0114943	0	0	0.0114943	0	0	0	0.0114943	0	0.0114943	
CDS_2949_chr7_462801_464073	OK	6	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	0	2	0	0	0	0	94	424	0.438679	0.000700477	0.0065452	0.0459315	0.0566562	0.00314465	-999	0.00393082	-999	0.00393082	0.00393082	0.00393082	-999	0	-999	0.00157233	0	-999	-999	-999	-999	-999	0.000786164	-999	-999	-999	-999	0.00471698	-999	-999	-999	-999	0	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	0.00393082	0	-999	0	0	-999	0.00235849	0.00393082	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.00393082	0	0.00157233	-999	-999	0	-999	0	-999	0.00314465	-999	-999	0	0.00393082	0.00471698	-999	-999	-999	-999	-999	-999	0	0.00157233	-999	0.000786164	-999	-999	0.00393082	0.00393082	-999	-999	-999	0.00157233	-999	-999	-999	-999	0.00471698	0.00393082	0.00157233	-999	-999	-999	0	0.00393082	-999	0	-999	0.000786164	-999	-999	-999	-999	-999	-999	0	0	-999	-999	0.00393082	-999	-999	0.00393082	-999	0.00471698	
CDS_2950_chr7_496064_496258	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	210	64	0.390625	0.00127789	0	-0.0253429	-0.0205607	0	0	0	0.00520833	0.00520833	0	0	0	-999	0	0	-999	0	0.00520833	0	0	0	0	0	0	0	-999	0	0.00520833	-999	-999	0	0	0.00520833	0.00520833	0	0.00520833	0	0	0	0	0.00520833	-999	0	0	0	-999	0.00520833	0	0	0	0.00520833	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0.00520833	-999	0	-999	0	0	0.00520833	0.00520833	0	0	-999	0	-999	0	0	0	0	0.00520833	0.00520833	0	0	0	0	0	-999	0	-999	0	-999	0.00520833	0	0.00520833	0	0	0	0	-999	0	0.00520833	0	0	0.00520833	0	0	-999	0.00520833	-999	-999	0	0	0	0.00520833	0	-999	0	0	0	0	0	0	
CDS_2951_chr7_590531_591877	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	144	448	0.620536	0.000122514	0.000706139	0.0649351	0.0718954	-999	0.000744048	0	-999	0	0	0	-999	0	-999	0	-999	-999	-999	-999	-999	0	0	0	0.000744048	0.000744048	0	0	0	-999	-999	-999	0	-999	-999	0	0	0	-999	0	-999	-999	-999	-999	-999	0	-999	0	0	0.000744048	0.000744048	0	-999	0.000744048	0	0	0.000744048	-999	0.000744048	-999	-999	0	0	0	0	0.0014881	0	0.000744048	-999	0	-999	0	-999	0	-999	0	0.000744048	-999	0	0	-999	-999	0.000744048	0.000744048	0.000744048	-999	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	0.000744048	0	0.000744048	0	0.000744048	-999	-999	0.000744048	0	-999	0.000744048	0	0	0	0	-999	-999	-999	0.000744048	-999	-999	-999	0	0	0	0	0.000744048	-999	0	0	-999	
CDS_2952_chr7_1086878_1087167	OK	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	1	0	0	0	124	96	0.385417	0.00424607	0.0116346	0.0961406	0.104189	0.00347222	-999	-999	-999	0	-999	0.00694444	0	-999	0	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	0.00347222	-999	0.0104167	0.00694444	0.0104167	0.00694444	-999	-999	0.00347222	0.00347222	0.00347222	-999	0.0104167	-999	-999	-999	0	-999	-999	0.00694444	-999	0	-999	0	-999	-999	-999	0	0	0	-999	-999	-999	-999	-999	-999	0.00347222	0.0104167	-999	0.00694444	-999	0.0104167	0.0104167	-999	-999	0.0104167	-999	0.0104167	-999	0.00694444	0.0104167	-999	-999	0	0.00694444	0.00347222	0	-999	0	-999	0.0104167	-999	0	0.00694444	0.0104167	0.00694444	0.00694444	0.0104167	0.00694444	0.0104167	-999	0.00694444	0.0104167	-999	0	-999	0	-999	0.0104167	0.00694444	0.00694444	0	-999	0.00694444	0.0104167	-999	0.00694444	0.00347222	0.00694444	-999	-999	-999	0	-999	0	-999	-999	-999	0.0104167	-999	0.00694444	-999	-999	-999	-999	
CDS_2953_chr7_1112976_1114133	OK	9	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	3	1	1	1	0	62	385	0.594805	0.000673577	0.0104998	0.237945	0.25335	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.000865801	-999	0	0	0.00519481	-999	-999	0.000865801	-999	-999	-999	-999	-999	-999	0.004329	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.0025974	-999	-999	-999	0.0034632	-999	-999	-999	0	-999	-999	0.0025974	-999	0.000865801	-999	-999	-999	0	-999	-999	0.0017316	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	0.0025974	-999	-999	0	-999	-999	-999	-999	0.0025974	-999	0	0.00519481	-999	0.0034632	0.004329	-999	-999	-999	0.0025974	-999	-999	-999	-999	-999	-999	-999	-999	0.0017316	-999	0.000865801	0.000865801	0.004329	-999	-999	0.000865801	-999	-999	-999	-999	-999	-999	-999	-999	0.00519481	0.00519481	-999	-999	-999	-999	0.00519481	-999	-999	
CDS_2955_chr7_1230187_1230288	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	1	0	0	216	34	0.529412	0	0.0270026	-0.0643434	-0.0597101	0.00980392	0	0.0196078	0.00980392	0.00980392	0.00980392	0.00980392	0.00980392	0.00980392	0	0	0	0.00980392	0.0196078	0.00980392	0	0	0.00980392	-999	0	0.00980392	-999	0.00980392	0.00980392	0	0.00980392	0.00980392	0	-999	0.00980392	0.00980392	-999	0	0.00980392	0.00980392	0	0.00980392	0.00980392	0.00980392	0.00980392	0.00980392	-999	0.00980392	-999	0.00980392	0	-999	0	0.00980392	0	-999	0	-999	0	0.00980392	0.00980392	0	0	-999	0.00980392	0.00980392	0.00980392	0.00980392	0.00980392	-999	0.00980392	0.00980392	0	0	0.00980392	0.00980392	0.00980392	-999	0.00980392	0.00980392	0.00980392	0	0	0	0.00980392	0.00980392	-999	0	0	0.00980392	0.00980392	0.00980392	0.00980392	0.00980392	0	0.0196078	0	0.00980392	0	-999	0	0	0	0.0196078	0	0.00980392	0	0	0	0	0.00980392	0	0.00980392	0	0.00980392	0.00980392	-999	0.00980392	0.00980392	0.00980392	0	-999	0	0.00980392	0.00980392	-999	0.00980392	-999	0	0	0	
