Contig_name	Status	BiAllelic_SNP	TriAllelic_SNP	QuadriAllelic_SNP	nN	nS	fixN	fixS	polymN0.0	polymS0.0	polymN0.2	polymS0.2	MK_nN	MK_nS	GCalfreq<=0.125	GCalfreq<=0.25	GCalfreq<=0.375	GCalfreq<=0.5	GCalfreq<=0.625	GCalfreq<=0.75	GCalfreq<=0.875	GCalfreq<=1	Pearl_millet_nb_sequence	Pearl_millet_nb_complete_site	Pearl_millet_GC3	Pearl_millet_piN	Pearl_millet_piS	Pearl_millet_Fit	Pearl_millet_WeirCockerham84_Fit	H(Sa-21-28423-02)	H(Sa-21-28423-03)	H(Sa-21-28425-02)	H(Sa-21-30147-01)	H(Sa-21-30147-02)	H(Sa-21-30147-03)	H(Sa-21-30147-04)	H(Sa-21-30218-01)	H(Sa-21-30218-02)	H(Sa-21-30218-03)	H(Sa-21-30507-01)	H(Sa-21-30507-02)	H(Sa-21-30515-01)	H(Sa-21-30515-02)	H(Sa-21-30529-02)	H(Sa-21-30529-03)	H(Sa-21-82410-01)	H(Sa-21-82410-02)	H(Sa-21-82410-03)	H(Sa-21-82410-04)	H(Sa-24-60424-01)	H(Sa-24-60424-03)	H(Sa-6-3189-01)	H(Sa-6-3189-02)	H(Sa-6-3189-03)	H(Sa-6-3189-04)	H(Sa-6-3385-01)	H(Sa-6-4253-01)	H(Sa-6-4253-02)	H(Sa-6-51263-02)	H(Sa-8-11559-01)	H(Sa-8-11559-03)	H(Sa-8-12129-01)	H(Sa-8-12129-02)	H(Sa-8-12129-03)	H(Sa-8-12129-04)	H(Sa-8-7085-01)	H(Sa-8-7085-02)	H(Sa-8-7085-03)	H(Sa-8-7085-04)	H(Sa-8-7085-05)	H(Sa-8-7085-06)	H(So-10-20006-01)	H(So-10-20006-02)	H(So-10-20006-03)	H(So-10-20110-02)	H(So-10-20110-03)	H(So-10-20117-01)	H(So-10-20117-03)	H(So-10-20279-01)	H(So-10-20279-02)	H(So-10-20279-03)	H(So-10-20302-01)	H(So-10-20302-02)	H(So-10-20302-03)	H(So-10-20327-01)	H(So-10-20327-02)	H(So-10-20327-03)	H(So-10-20333-01)	H(So-10-20333-02)	H(So-10-20333-03)	H(So-10-20333-04)	H(So-10-20333-05)	H(So-10-20347-01)	H(So-10-20347-02)	H(So-10-20347-03)	H(So-10-20363-01)	H(So-10-20363-02)	H(So-10-20363-03)	H(So-10-56965-01)	H(So-10-56965-02)	H(So-10-56965-03)	H(So-21-1061629-01)	H(So-21-1061629-02)	H(So-21-1061629-03)	H(So-21-28371-01)	H(So-21-28371-02)	H(So-21-28371-03)	H(So-21-28371-04)	H(So-21-28423-01)	H(So-21-28423-02)	H(So-21-28423-03)	H(So-21-28425-01)	H(So-21-28425-02)	H(So-21-28425-03)	H(So-21-28449-01)	H(So-21-28449-02)	H(So-21-28449-04)	H(So-21-29822-01)	H(So-21-29822-02)	H(So-21-30218-01)	H(So-21-30218-02)	H(So-21-30218-03)	H(So-21-30507-01)	H(So-21-30507-02)	H(So-21-30522-01)	H(So-21-30522-02)	H(So-21-30522-03)	H(So-21-30529-01)	H(So-21-30529-02)	H(So-21-30529-03)	H(So-6-3189-01)	H(So-6-3189-02)	H(So-6-3189-03)	H(So-6-3385-02)	H(So-6-4253-01)	H(So-6-4253-02)	H(So-6-4452-01)	H(So-6-51263-01)	H(So-6-51263-02)	H(So-8-11559-01)	H(So-8-11559-02)	H(So-8-11559-03)	H(So-8-6685-01)	H(So-8-6685-02)	H(So-8-6685-03)	H(So-8-6858-02)	H(So-8-6858-03)	H(So-8-7024-01)	H(So-8-7024-02)	H(So-8-7024-03)	H(So-8-7291-01)	H(So-8-7539-01)	H(So-8-7539-02)	H(So-8-7539-03)	H(So-8-7539-04)	
CDS_2050_chr5_1069593_1069692	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	240	33	0.484848	0.00641637	0.0228114	-0.672886	-0.67059	0.020202	0.020202	0.020202	0	0.020202	0	0.020202	0.020202	0.020202	0	0	-999	-999	0.020202	0.020202	0	0.020202	0	0.020202	0	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0	0.020202	0.020202	0.020202	0	0.020202	0.010101	0.020202	0.020202	-999	-999	0.020202	0.020202	0.020202	0	0	-999	0.020202	0	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.010101	0.020202	0	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0	0	0.010101	0	0.020202	0.020202	0.020202	0.020202	-999	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0.020202	0	0.020202	0.010101	0.020202	
CDS_2051_chr5_3436133_3436373	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	140	80	0.4875	0.00246378	0.0077901	0.135209	0.142265	0	0	0	-999	-999	-999	0.00833333	0	-999	-999	-999	0.00833333	-999	-999	0	-999	0.00833333	0	0.00833333	-999	0.00833333	0	0	-999	-999	-999	0.00833333	0.00833333	-999	0	0.00833333	-999	-999	0	-999	0.00833333	-999	0	-999	0.00833333	0	0	-999	-999	0.00833333	0	0	-999	-999	-999	0	0	0	-999	-999	0.00833333	-999	0	-999	0.00833333	0	0.00833333	0.00833333	-999	-999	-999	0.00833333	0.00833333	0	-999	0	0.00833333	0	0	0	-999	0	-999	-999	0	0	-999	-999	0.00833333	0	0.00833333	0	0.00833333	-999	0	-999	-999	0	0	-999	0	-999	0	0	-999	-999	-999	0.00833333	-999	0	0.00833333	0.00833333	-999	0	-999	-999	-999	-999	-999	0	0	-999	0.00833333	0.00833333	0	0.00833333	0	-999	0	-999	-999	
CDS_2052_chr5_4008177_4008482	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	138	102	0.882353	0	0.00982435	0.0093633	0.0166614	0	0	0	-999	0	0	-999	-999	0	0.00326797	0	-999	-999	0	-999	0	0	0	0	0	0.00326797	-999	-999	0.00326797	-999	0	0	0	0	0	-999	-999	0	0	0.00653595	0	0	-999	-999	0	0	-999	0.00326797	-999	0.00326797	-999	0.00653595	-999	0.00653595	-999	0.00326797	0.00653595	-999	-999	-999	0	0.00326797	0.00653595	0.00653595	-999	0	-999	-999	0.00653595	-999	-999	0	0.00326797	0	0	-999	0	0.00326797	-999	0.00653595	-999	-999	0.00653595	-999	0	0.00653595	-999	-999	-999	-999	0.00653595	0	-999	0.00653595	0.00326797	0.00326797	-999	0	-999	0.00653595	-999	-999	-999	-999	0.00326797	0.00326797	-999	0	-999	-999	0	-999	0	0.00653595	-999	-999	-999	-999	-999	-999	0	-999	-999	0.00326797	0.00653595	0.00653595	0	-999	-999	0	-999	
CDS_2053_chr5_4008836_4009111	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	234	92	0.293478	0.00224322	0	0.0829171	0.0871779	0	0	0	0.00362319	0	-999	0	0	0	0.00362319	0	0	0.00362319	0	0	0	0.00362319	0	0	0.00362319	0.00362319	0	0	-999	-999	0	0	0	0	0	0	0	0	0	-999	0	0	0	-999	0	0	-999	0.00362319	0.00362319	0	0.00362319	0.00362319	0	0.00362319	0	0.00362319	0	0.00362319	0	0	0	0.00362319	0.00362319	0.00362319	0.00362319	0.00362319	0	0	0.00362319	0	0.00362319	0	0.00362319	0	0	0.00362319	0	0.00362319	0	0.00362319	0	0.00362319	0	0.00362319	0	0	0.00362319	0.00362319	-999	0.00362319	0	0	0.00362319	0.00362319	0.00362319	0.00362319	-999	0	0	0.00362319	0	0.00362319	0.00362319	0.00362319	0.00362319	0	0	0.00362319	0	0.00362319	0	0	0	0.00362319	0.00362319	0	0.00362319	0.00362319	0.00362319	0.00362319	0.00362319	0	0	0.00362319	0.00362319	0	0	0.00362319	0	0.00362319	-999	
CDS_2054_chr5_4275021_4275133	OK	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	0	0	246	37	0.513514	0.00760655	0.0253899	0.180774	0.184719	0	0.018018	0	0	0	0	0.018018	-999	0	0.018018	0.00900901	0	0	0	0	0.018018	0	0	0.018018	0	0	0.018018	0	0	0	0	0.018018	0	0	0.00900901	0	0.018018	0.018018	0	0.018018	0.00900901	0	0	0	-999	0	0.00900901	0.018018	0.00900901	0.00900901	0.00900901	0.027027	0.018018	0.018018	0.018018	0.018018	0.018018	0.018018	0.00900901	0.00900901	0	0.00900901	0	0.00900901	0	0.018018	0.018018	0.00900901	0.00900901	0	0	0	0	0.00900901	0.018018	0.018018	0.00900901	0	0	0	0.00900901	0.00900901	0	-999	0.00900901	0.018018	0.00900901	0.018018	0	0.018018	0.00900901	0.018018	0	0	0.018018	0.018018	0.018018	0.018018	0	0.018018	0	0.018018	0	0.018018	0.018018	0.00900901	0.00900901	0.018018	0	0.00900901	0.00900901	0	0.018018	0.018018	0.00900901	0	0	0.018018	0.00900901	0.027027	0.018018	0	0.00900901	0.018018	0.018018	0.018018	0	0.00900901	0	0.018018	0.018018	
CDS_2055_chr5_4434649_4435170	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	144	173	0.589595	0.000816719	0	0.17961	0.186369	0	-999	0	0	0	0	-999	0	-999	0	-999	-999	-999	-999	0.00192678	0	0.00192678	0	-999	-999	-999	0	-999	-999	-999	-999	0	0	0	0	0	0	-999	-999	0	-999	0	-999	0	-999	0	0	-999	-999	0	-999	-999	0	0.00192678	0	0	-999	0.00192678	-999	0	-999	0	0	0	0.00192678	0	0.00192678	-999	0	0	0	0.00192678	-999	0.00192678	0.00192678	0	0	0	0	0	0	-999	-999	-999	0.00192678	-999	-999	0.00192678	0	-999	-999	-999	0.00192678	0	0	-999	0.00192678	0	-999	0	-999	0.00192678	-999	-999	0	0	0.00192678	-999	0.00192678	0.00192678	0.00192678	-999	0	0	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	0	0	0	0	0.00192678	-999	
CDS_2056_chr5_5434038_5434322	OK	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	0	1	0	0	0	0	148	95	0.621053	0	0.0191698	-0.56917	-0.564553	0.00701754	-999	0.0105263	0	0.00701754	0	-999	-999	-999	-999	0.0105263	-999	-999	-999	0.0105263	0.00350877	0.00350877	0.0105263	-999	0.0105263	-999	-999	-999	0.0105263	0	0.00701754	0.0105263	0.0105263	0.0105263	0.0105263	0	0.0105263	-999	0.0105263	0.00350877	0.0105263	0.00350877	0	-999	0	0.00701754	0.00701754	-999	0.0105263	0.0105263	-999	0.00701754	-999	0.00701754	-999	0.0105263	0.00350877	-999	0.0105263	-999	-999	0.0105263	0.0105263	0.0105263	0.0105263	0.0105263	0.0105263	-999	-999	-999	-999	0.0105263	0.0105263	0.0105263	-999	0.0105263	-999	-999	0.00350877	0	0.0105263	-999	-999	0.0105263	0.0105263	-999	-999	-999	0.0105263	-999	0.0105263	-999	0	0.00701754	0.0105263	0.0105263	-999	-999	0.0105263	-999	-999	0.0105263	-999	0.0105263	0.0105263	0.0105263	0.0105263	-999	0.0105263	0.0105263	0.00350877	0.0105263	0.00701754	-999	-999	-999	-999	-999	-999	0.0105263	-999	-999	-999	0	0.00350877	0.00701754	0.00350877	0.0105263	-999	-999	0.0105263	
CDS_2057_chr5_5434591_5434782	OK	6	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	2	0	0	0	224	64	0.578125	0.0135408	0.0211053	-0.685626	-0.683243	0.03125	0.03125	0.03125	0	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0	0.03125	0.03125	0.03125	0.03125	0	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.0208333	0.03125	0.03125	0.03125	0.03125	0.0104167	0	0.03125	0.03125	0.03125	0.03125	0.03125	0.0104167	0.03125	-999	-999	0.03125	0.03125	0	-999	0.03125	0.03125	0.03125	0.03125	-999	0.03125	0.03125	0.03125	-999	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.0104167	0.03125	0.03125	-999	0.0104167	0.03125	0.0208333	0.03125	0.03125	0.03125	0	0.03125	0.03125	-999	0.03125	0	0.03125	0.03125	0.03125	0.03125	0.03125	0	0.0104167	-999	0.03125	0	0.03125	0	-999	0.03125	0.03125	0.0260417	0.03125	0.0260417	0.03125	0.03125	0.03125	0.03125	-999	0.0260417	0.03125	0.03125	0.03125	0	0.03125	0.03125	0.03125	0.00520833	0.03125	0	0.03125	0.00520833	-999	0	-999	0.03125	0.03125	-999	0.03125	0.03125	0.03125	0.03125	0.03125	0.0208333	0.03125	0.03125	-999	
CDS_2058_chr5_5809214_5809309	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	194	31	0.548387	0.00207448	0	0.0463483	0.0515173	0	0	-999	0	0	-999	-999	-999	0	0	0	-999	-999	0	0.0107527	-999	0	-999	0	-999	0	0	0	0	-999	0	0	0	0	0	0	0	0	-999	0	0	-999	0	0	0	0	0	0	-999	0	0.0107527	0.0107527	0	0	0	-999	0	0	0	0	0.0107527	-999	0	-999	0	0	0	0	0	-999	0	0	0	0	0	0	0	-999	0	0	0.0107527	0	0	0.0107527	0	-999	-999	0.0107527	0	0.0107527	0	0.0107527	0	-999	-999	0	0	0	0	0	0.0107527	0	-999	0	0	0.0107527	0	0	-999	0	0	0.0107527	0	0	0	0	-999	-999	0	0.0107527	0	-999	0	0	-999	0	0	0.0107527	0	0	-999	
CDS_2059_chr5_6527053_6527172	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	166	39	0.358974	0.00473549	0	-0.0303448	-0.0242887	0.00854701	-999	0	0	0.00854701	0	-999	0	0	-999	0	-999	-999	0	-999	0	0.00854701	-999	0.00854701	-999	0	-999	0	-999	-999	0	-999	0.00854701	-999	0.00854701	-999	0.00854701	0.00854701	-999	0	0.00854701	0	0	0.00854701	0	0	-999	-999	0.00854701	0	-999	0	-999	-999	0	0.00854701	0.00854701	0	0.00854701	0.00854701	-999	-999	0.00854701	-999	-999	0.00854701	0	-999	0.00854701	-999	-999	0.00854701	0.00854701	0	0	-999	0.00854701	0	0	0	-999	0	0	0.00854701	0	0.00854701	0	0	-999	-999	0	0.00854701	0	0.00854701	0	-999	-999	0.00854701	0.00854701	0.00854701	0.00854701	0	0.00854701	0	0.00854701	-999	0	0	-999	0.00854701	0.00854701	0	0	0.00854701	-999	-999	-999	-999	-999	0	0	-999	0.00854701	0	0	0.00854701	0	-999	0	0	-999	
