Contig_name	Status	BiAllelic_SNP	TriAllelic_SNP	QuadriAllelic_SNP	nN	nS	fixN	fixS	polymN0.0	polymS0.0	polymN0.2	polymS0.2	MK_nN	MK_nS	GCalfreq<=0.125	GCalfreq<=0.25	GCalfreq<=0.375	GCalfreq<=0.5	GCalfreq<=0.625	GCalfreq<=0.75	GCalfreq<=0.875	GCalfreq<=1	Pearl_millet_nb_sequence	Pearl_millet_nb_complete_site	Pearl_millet_GC3	Pearl_millet_piN	Pearl_millet_piS	Pearl_millet_Fit	Pearl_millet_WeirCockerham84_Fit	H(Sa-21-28423-02)	H(Sa-21-28423-03)	H(Sa-21-28425-02)	H(Sa-21-30147-01)	H(Sa-21-30147-02)	H(Sa-21-30147-03)	H(Sa-21-30147-04)	H(Sa-21-30218-01)	H(Sa-21-30218-02)	H(Sa-21-30218-03)	H(Sa-21-30507-01)	H(Sa-21-30507-02)	H(Sa-21-30515-01)	H(Sa-21-30515-02)	H(Sa-21-30529-02)	H(Sa-21-30529-03)	H(Sa-21-82410-01)	H(Sa-21-82410-02)	H(Sa-21-82410-03)	H(Sa-21-82410-04)	H(Sa-24-60424-01)	H(Sa-24-60424-03)	H(Sa-6-3189-01)	H(Sa-6-3189-02)	H(Sa-6-3189-03)	H(Sa-6-3189-04)	H(Sa-6-3385-01)	H(Sa-6-4253-01)	H(Sa-6-4253-02)	H(Sa-6-51263-02)	H(Sa-8-11559-01)	H(Sa-8-11559-03)	H(Sa-8-12129-01)	H(Sa-8-12129-02)	H(Sa-8-12129-03)	H(Sa-8-12129-04)	H(Sa-8-7085-01)	H(Sa-8-7085-02)	H(Sa-8-7085-03)	H(Sa-8-7085-04)	H(Sa-8-7085-05)	H(Sa-8-7085-06)	H(So-10-20006-01)	H(So-10-20006-02)	H(So-10-20006-03)	H(So-10-20110-02)	H(So-10-20110-03)	H(So-10-20117-01)	H(So-10-20117-03)	H(So-10-20279-01)	H(So-10-20279-02)	H(So-10-20279-03)	H(So-10-20302-01)	H(So-10-20302-02)	H(So-10-20302-03)	H(So-10-20327-01)	H(So-10-20327-02)	H(So-10-20327-03)	H(So-10-20333-01)	H(So-10-20333-02)	H(So-10-20333-03)	H(So-10-20333-04)	H(So-10-20333-05)	H(So-10-20347-01)	H(So-10-20347-02)	H(So-10-20347-03)	H(So-10-20363-01)	H(So-10-20363-02)	H(So-10-20363-03)	H(So-10-56965-01)	H(So-10-56965-02)	H(So-10-56965-03)	H(So-21-1061629-01)	H(So-21-1061629-02)	H(So-21-1061629-03)	H(So-21-28371-01)	H(So-21-28371-02)	H(So-21-28371-03)	H(So-21-28371-04)	H(So-21-28423-01)	H(So-21-28423-02)	H(So-21-28423-03)	H(So-21-28425-01)	H(So-21-28425-02)	H(So-21-28425-03)	H(So-21-28449-01)	H(So-21-28449-02)	H(So-21-28449-04)	H(So-21-29822-01)	H(So-21-29822-02)	H(So-21-30218-01)	H(So-21-30218-02)	H(So-21-30218-03)	H(So-21-30507-01)	H(So-21-30507-02)	H(So-21-30522-01)	H(So-21-30522-02)	H(So-21-30522-03)	H(So-21-30529-01)	H(So-21-30529-02)	H(So-21-30529-03)	H(So-6-3189-01)	H(So-6-3189-02)	H(So-6-3189-03)	H(So-6-3385-02)	H(So-6-4253-01)	H(So-6-4253-02)	H(So-6-4452-01)	H(So-6-51263-01)	H(So-6-51263-02)	H(So-8-11559-01)	H(So-8-11559-02)	H(So-8-11559-03)	H(So-8-6685-01)	H(So-8-6685-02)	H(So-8-6685-03)	H(So-8-6858-02)	H(So-8-6858-03)	H(So-8-7024-01)	H(So-8-7024-02)	H(So-8-7024-03)	H(So-8-7291-01)	H(So-8-7539-01)	H(So-8-7539-02)	H(So-8-7539-03)	H(So-8-7539-04)	
CDS_1585_chr4_225950_226038	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	0	0	0	0	216	29	0.275862	0	0.0227625	-0.0402477	-0.0356032	0.0114943	0	0.0114943	0.0114943	0	0.0114943	0.0114943	0	0.0114943	-999	0	0.0114943	0.0114943	0.0114943	-999	-999	0	-999	0	0	0.0114943	0	0	0.0114943	0	-999	0	0.0114943	0.0114943	0.0114943	0	0	0	0	0	0	-999	0.0114943	0.0114943	0	0.0114943	-999	0.0114943	0.0114943	0.0114943	-999	0.0114943	0.0114943	0.0114943	0	0	0.0114943	0.0114943	0.0114943	0.0114943	0	0	-999	0	0.0114943	0.0114943	0	0	0.0114943	0.0114943	0.0114943	0	-999	0.0114943	0.0114943	0.0114943	0.0114943	0	0.0114943	0.0114943	0.0114943	-999	0	-999	0.0114943	0.0114943	-999	0.0114943	0.0114943	0.0114943	0	0.0114943	0	0	0.0114943	0	-999	-999	0.0114943	0	-999	0	0	0.0114943	0	0.0114943	0	0	0	0.0114943	0	0.0114943	0	0	0.0114943	0	-999	0	0	0	0	0.0114943	0.0114943	0.0114943	0	0	0	-999	0	0	0.0114943	
CDS_1586_chr4_226152_226216	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	190	21	0.47619	0.00481508	0	0.00704385	0.0123344	0.015873	-999	0.015873	-999	0.015873	-999	0	-999	0	0	-999	0	0	0.015873	0	0	0	0	0	0	0.015873	0.015873	0	0	-999	0	0	0	0.015873	0.015873	0	-999	-999	0	0	-999	0	0.015873	-999	-999	0.015873	0.015873	0	0	0	0	0	-999	0	0	0	0.015873	0	0	0	0	0	0.015873	0	0	0	0	-999	0	-999	0	0	0	0.015873	0	0.015873	0	0	0	0	0	0	0.015873	-999	-999	0	-999	-999	0	0	0	0.015873	0	0	0	-999	0	-999	0	-999	-999	-999	0.015873	-999	0	-999	0	0	-999	0.015873	0	0	-999	0	-999	0	-999	-999	0	0.015873	0	0.015873	0	0	0	0	0	0.015873	0	0.015873	-999	
CDS_1587_chr4_332345_332423	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	178	26	0.384615	0	0.00883448	0.154549	0.160059	0.0128205	0	-999	0	-999	0	0	0	0	0	0	-999	-999	-999	0.0128205	0	0	-999	0	0.0128205	0	0	0	-999	-999	-999	0	0	-999	-999	0	0	0	0	-999	0	0	-999	0	-999	0	-999	0.0128205	-999	0	-999	0	-999	0	0	0.0128205	0	0.0128205	0	0	0	0	0	0	0	0	-999	-999	0.0128205	0	-999	0	0	0	0	0	0.0128205	0.0128205	0	0	-999	0	-999	-999	0	0	0	-999	0	0	0.0128205	0	-999	0	0	0	0.0128205	-999	0	-999	0	0	-999	0	0	0	0	-999	-999	0	0	0	0.0128205	0	-999	0	0	0	-999	-999	0.0128205	0	-999	0	0	-999	0	-999	0	0	0	
CDS_1588_chr4_338536_339918	OK	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	0	0	0	0	0	0	130	461	0.527115	8.38897e-05	0.00107675	0.117088	0.124726	-999	0	0	-999	-999	0	0.000723066	0	-999	-999	0	-999	-999	-999	0	-999	0	-999	0	0	0	0	0	0	0	0	0	0	-999	0	-999	0	-999	0	-999	-999	-999	-999	0	-999	0	-999	-999	-999	0	-999	0	0	-999	-999	0	-999	-999	0	0.00144613	0	0	0	-999	-999	0	-999	-999	-999	-999	-999	0	-999	0	-999	0	0.0021692	-999	0	0	0.00144613	0.000723066	-999	-999	0	-999	-999	0	-999	0	-999	0.0021692	0	0	-999	-999	0.00144613	-999	0	-999	-999	-999	0	0.0021692	0	0	0	0.00144613	0	-999	-999	-999	0	-999	-999	-999	-999	-999	0	0	-999	0.0021692	-999	0.00144613	0.000723066	-999	0	-999	-999	0	0	
CDS_1589_chr4_663352_663401	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	228	16	0.3125	0.00477207	0	-0.00617829	-0.00177305	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	-999	-999	0	0	0	0	0	0	-999	0	0	0	0	0	0	-999	0	0	0	0	0	0.0208333	0	0	0.0208333	0	0	-999	0.0208333	0	0.0208333	0	0	0.0208333	0	0	0	0	0	0	0	-999	0.0208333	0.0208333	0	0	0.0208333	0	0	0	0	0	0	0.0208333	0	-999	0	0.0208333	0	0	0.0208333	0	-999	0.0208333	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0	0	0	0	-999	0	0	-999	0.0208333	0.0208333	0	0	0	0	0	0.0208333	0	0	0.0208333	0	0	0	0	0.0208333	0.0208333	0	0	0	0	-999	
CDS_1590_chr4_962529_962933	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	144	134	0.544776	0.00120007	0	-0.111111	-0.104199	0.00248756	-999	0.00248756	-999	0	-999	0.00248756	-999	0	-999	0	0	0.00248756	0.00248756	-999	0.00248756	0	0.00248756	-999	-999	-999	-999	0	0	-999	-999	0	0	0.00248756	0.00248756	0	0	0	0.00248756	0	0.00248756	-999	-999	-999	0	-999	-999	0.00248756	0.00248756	0.00248756	0.00248756	0	-999	0.00248756	0	0.00248756	-999	-999	-999	-999	0	0	0	-999	-999	0.00248756	-999	0	0	-999	-999	-999	0	0	0.00248756	-999	0.00248756	-999	0	0	-999	-999	0.00248756	-999	0	0	-999	-999	0.00248756	-999	-999	0	0	0.00248756	0	0.00248756	-999	0	-999	0.00248756	-999	0	0.00248756	0.00248756	-999	-999	0	-999	0	0	0	-999	-999	0	-999	-999	-999	0.00248756	0	0	-999	-999	0	-999	0	0	0.00248756	-999	-999	-999	0.00248756	
CDS_1591_chr4_1204231_1204970	OK	5	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	1	1	192	246	0.426829	0.000596998	0.00371461	-0.130251	-0.125101	0	-999	0	0.00271003	0.00406504	0	0.00271003	0.00135501	0.00135501	-999	0	0	0.00135501	0	0	0.00406504	0.00271003	0	-999	-999	0.00271003	0	0	0.00271003	-999	0	0.00135501	0	0	0.00271003	0	0	-999	0	0	0	0	-999	0	-999	0	-999	0	0.00271003	0.00271003	-999	0.00135501	-999	-999	0.00135501	0.00135501	0.00271003	-999	0.00135501	-999	0.00271003	-999	0.00271003	-999	0	0	0.00271003	0.00271003	-999	0	0	0.00135501	0.00271003	-999	0.00406504	0.00135501	0	0	0	0	0.00542005	0.00135501	0.00271003	0.00406504	0.00271003	0.00135501	0.00677507	0.00135501	-999	0.00271003	0.00271003	-999	0.00135501	0	0.00271003	-999	-999	-999	0.00271003	0	0.00406504	0.00135501	0	-999	0.00406504	0	0	-999	-999	0.00406504	0	0.00406504	0.00271003	0.00271003	0	-999	0	0	0.00135501	-999	0	-999	0.00271003	0.00271003	0	-999	0.00271003	0	0.00271003	0.00135501	0.00135501	
CDS_1592_chr4_1491684_1491885	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	212	66	0.333333	0	0.00402896	-0.0521092	-0.0473815	0	0	0	0	0	0	0	0	0.00505051	0	0	-999	0	0	0	0	0	0	0	-999	0	0	-999	-999	-999	0	0	0.00505051	0.00505051	0	0	0.00505051	0	0	0.00505051	0	0	-999	0	-999	0	0	0	0.00505051	0	0	0	-999	0	0	0.00505051	0	0	0	0	-999	0	0.00505051	0.00505051	0	0	0	0	0	0	0	0	0.00505051	0	0.00505051	0	-999	0	0.00505051	0	0	-999	0	-999	-999	0	0	0.00505051	0	0	0	-999	0.00505051	0	0.00505051	0	0	0	0	0	0	0.00505051	0	0.00505051	0.00505051	0.00505051	-999	0	-999	-999	0	0.00505051	0	0	0	0	0	0	0	0	0	-999	0	0.00505051	0	0	0.00505051	0.00505051	-999	0.00505051	-999	
CDS_1593_chr4_2134989_2135117	OK	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	1	240	43	0.488372	0.00851869	0.0106624	-0.123717	-0.119595	0.0155039	0	0	0.0155039	0.0232558	0	0.0155039	0	0.00775194	0	0.0155039	-999	0.0155039	0	0	0.0155039	0.00775194	0.0155039	0.0155039	0.0232558	0	0.0155039	0	0	0	0	0	0	0	0	0	0	0	0.0155039	0	0	0	0	0	0	0	0.0155039	0.00775194	0.0232558	0	0.00775194	0	0.0155039	0.0155039	0.00775194	0.0232558	0.0232558	0.0310078	0	0.0155039	0.00775194	-999	0.0232558	0.00775194	0.00775194	0	0.0155039	0.0232558	0.0155039	0	0.00775194	0.0155039	0.00775194	0.0232558	0.0155039	0.0155039	0.0232558	-999	0.0155039	0.0155039	0.0155039	0	0.0155039	0.00775194	0.0232558	0.0232558	0.00775194	0.0155039	0.0232558	0.0232558	0.0155039	0.00775194	0	0	0.0155039	0.0155039	0.0155039	0	0.00775194	0	0.00775194	0.0155039	0.0232558	0	0.00775194	0.0155039	0.0155039	0	-999	0.0232558	0.0155039	0.0155039	0	0.0155039	0.0232558	0	-999	0	0.00775194	0.0155039	0.0232558	0.00775194	0	0.0155039	0.0155039	0.0232558	0	-999	0.0155039	0.00775194	0.0232558	
CDS_1594_chr4_2442607_2442667	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	0	0	0	0	0	240	19	0.421053	0	0.0706737	0.0709677	0.0751295	0	0.0350877	0.0350877	0	0	0	0.0350877	0	0.0350877	0.0350877	0	-999	0	0.0350877	0	0.0350877	0	0.0350877	0.0350877	0	0.0350877	0.0350877	0.0350877	0	0	0	0	0.0350877	0	0	0	-999	0	0.0350877	0	0.0350877	0	0	0	0	0.0350877	0	0.0350877	0	0	0	0	0	0	0.0350877	0.0350877	0.0350877	0	0	0.0350877	0	0.0350877	0.0350877	0	0	0.0350877	0.0350877	0	0.0350877	0.0350877	0.0350877	0.0350877	0	0.0350877	-999	0	0	-999	0	0	0	0	0.0350877	0	0.0350877	0	0	0.0350877	0.0350877	0	0	0	0.0350877	0	0	0.0350877	0.0350877	0.0350877	0.0350877	0	0.0350877	0.0350877	0	0.0350877	0.0350877	0.0350877	0	0	0.0350877	0	0	-999	0	0.0350877	0.0350877	-999	0	0.0350877	0	0	0.0350877	0	0.0350877	0	0	0	0	0.0350877	0	0	0	
