Contig_name	Status	BiAllelic_SNP	TriAllelic_SNP	QuadriAllelic_SNP	nN	nS	fixN	fixS	polymN0.0	polymS0.0	polymN0.2	polymS0.2	MK_nN	MK_nS	GCalfreq<=0.125	GCalfreq<=0.25	GCalfreq<=0.375	GCalfreq<=0.5	GCalfreq<=0.625	GCalfreq<=0.75	GCalfreq<=0.875	GCalfreq<=1	Pearl_millet_nb_sequence	Pearl_millet_nb_complete_site	Pearl_millet_GC3	Pearl_millet_piN	Pearl_millet_piS	Pearl_millet_Fit	Pearl_millet_WeirCockerham84_Fit	H(Sa-21-28423-02)	H(Sa-21-28423-03)	H(Sa-21-28425-02)	H(Sa-21-30147-01)	H(Sa-21-30147-02)	H(Sa-21-30147-03)	H(Sa-21-30147-04)	H(Sa-21-30218-01)	H(Sa-21-30218-02)	H(Sa-21-30218-03)	H(Sa-21-30507-01)	H(Sa-21-30507-02)	H(Sa-21-30515-01)	H(Sa-21-30515-02)	H(Sa-21-30529-02)	H(Sa-21-30529-03)	H(Sa-21-82410-01)	H(Sa-21-82410-02)	H(Sa-21-82410-03)	H(Sa-21-82410-04)	H(Sa-24-60424-01)	H(Sa-24-60424-03)	H(Sa-6-3189-01)	H(Sa-6-3189-02)	H(Sa-6-3189-03)	H(Sa-6-3189-04)	H(Sa-6-3385-01)	H(Sa-6-4253-01)	H(Sa-6-4253-02)	H(Sa-6-51263-02)	H(Sa-8-11559-01)	H(Sa-8-11559-03)	H(Sa-8-12129-01)	H(Sa-8-12129-02)	H(Sa-8-12129-03)	H(Sa-8-12129-04)	H(Sa-8-7085-01)	H(Sa-8-7085-02)	H(Sa-8-7085-03)	H(Sa-8-7085-04)	H(Sa-8-7085-05)	H(Sa-8-7085-06)	H(So-10-20006-01)	H(So-10-20006-02)	H(So-10-20006-03)	H(So-10-20110-02)	H(So-10-20110-03)	H(So-10-20117-01)	H(So-10-20117-03)	H(So-10-20279-01)	H(So-10-20279-02)	H(So-10-20279-03)	H(So-10-20302-01)	H(So-10-20302-02)	H(So-10-20302-03)	H(So-10-20327-01)	H(So-10-20327-02)	H(So-10-20327-03)	H(So-10-20333-01)	H(So-10-20333-02)	H(So-10-20333-03)	H(So-10-20333-04)	H(So-10-20333-05)	H(So-10-20347-01)	H(So-10-20347-02)	H(So-10-20347-03)	H(So-10-20363-01)	H(So-10-20363-02)	H(So-10-20363-03)	H(So-10-56965-01)	H(So-10-56965-02)	H(So-10-56965-03)	H(So-21-1061629-01)	H(So-21-1061629-02)	H(So-21-1061629-03)	H(So-21-28371-01)	H(So-21-28371-02)	H(So-21-28371-03)	H(So-21-28371-04)	H(So-21-28423-01)	H(So-21-28423-02)	H(So-21-28423-03)	H(So-21-28425-01)	H(So-21-28425-02)	H(So-21-28425-03)	H(So-21-28449-01)	H(So-21-28449-02)	H(So-21-28449-04)	H(So-21-29822-01)	H(So-21-29822-02)	H(So-21-30218-01)	H(So-21-30218-02)	H(So-21-30218-03)	H(So-21-30507-01)	H(So-21-30507-02)	H(So-21-30522-01)	H(So-21-30522-02)	H(So-21-30522-03)	H(So-21-30529-01)	H(So-21-30529-02)	H(So-21-30529-03)	H(So-6-3189-01)	H(So-6-3189-02)	H(So-6-3189-03)	H(So-6-3385-02)	H(So-6-4253-01)	H(So-6-4253-02)	H(So-6-4452-01)	H(So-6-51263-01)	H(So-6-51263-02)	H(So-8-11559-01)	H(So-8-11559-02)	H(So-8-11559-03)	H(So-8-6685-01)	H(So-8-6685-02)	H(So-8-6685-03)	H(So-8-6858-02)	H(So-8-6858-03)	H(So-8-7024-01)	H(So-8-7024-02)	H(So-8-7024-03)	H(So-8-7291-01)	H(So-8-7539-01)	H(So-8-7539-02)	H(So-8-7539-03)	H(So-8-7539-04)	
CDS_1061_chr3_130298_130472	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	0	0	242	58	0.327586	0	0.0113827	0.0223896	0.0265365	0	0.00574713	0	0	0	0	0.00574713	-999	0.00574713	0.00574713	0.00574713	0.00574713	0	0	0	0	0	0	0.00574713	0.00574713	0	0	0	0.00574713	0	0	0.00574713	0	0.00574713	0	0.00574713	0	0.00574713	0	0	0	0.00574713	0.00574713	0	0	0.00574713	0.00574713	0	0	0.00574713	0	0	0	0	0.00574713	0.00574713	0.00574713	0.00574713	0	0	0	-999	0.00574713	0.00574713	0.00574713	0	0.00574713	0.00574713	0	0.00574713	0	0	0.00574713	0.00574713	0	0.00574713	0.00574713	0	0.00574713	0.00574713	0.00574713	0	0	0	0	0	0.00574713	0	0	0	0	0.00574713	0.00574713	0.00574713	0	0	0.00574713	0.00574713	0	0.00574713	0	-999	0.00574713	0.00574713	0	0.00574713	0	0.00574713	0.00574713	0	0.00574713	0.00574713	0	0.00574713	0	0.00574713	0.00574713	-999	0.00574713	0.00574713	0.00574713	-999	0	0	0.00574713	0	0	0	0.00574713	0.00574713	0.00574713	
CDS_1062_chr3_146004_146067	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	184	20	0.65	0	0.0144334	0.0707071	0.0761421	0	0	0	0	0	0	-999	-999	0	0	0	-999	-999	0	-999	0	0	0	0.0166667	0	0	0	-999	0	0	0	-999	0.0166667	0	0	0	0	-999	0	0	0	-999	0	0	-999	0	0	0.0166667	-999	0	-999	0	0.0166667	0	-999	-999	0.0166667	-999	-999	0	0	-999	0	0.0166667	0	0	-999	0	0	-999	-999	0	0	0	0	0	0	-999	0	0.0166667	0.0166667	-999	0	0	0	0.0166667	0	0	0	0	0	0.0166667	-999	0	0	-999	0	-999	0	0	0.0166667	-999	0	0	0.0166667	0.0166667	0.0166667	-999	-999	-999	0	0	0	0.0166667	0	-999	0	-999	-999	0.0166667	0.0166667	-999	0.0166667	0	0	0	-999	0	0	0	0	
CDS_1063_chr3_388033_388126	OK	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	0	0	0	0	0	0	214	31	0.322581	0	0.032757	0.126191	0.130808	0	0	0.0107527	0	0	0.0215054	0	0	-999	0	0	-999	-999	0.0107527	0	0.0107527	0	-999	0.0107527	0	0.0107527	0.0107527	0	0.0107527	0	0	0.0107527	0.0107527	0.0107527	0	0	0	0.0107527	0	0	0.0107527	0	-999	0	0.0107527	0	-999	0	0	0.0107527	-999	0.0322581	0	0	0	0.0215054	0	0.0322581	0.0107527	0	-999	0.0322581	0.0322581	0	0	0	0	0.0107527	0.0107527	0.0322581	0.0107527	0.0215054	0.0215054	0	-999	0	0.0107527	-999	0	-999	0	0	0	0	0.0107527	0	0	-999	0	0.0322581	0	0	0.0107527	0	0	0	0.0107527	0.0322581	0.0215054	0	0	-999	0	0	0	0.0107527	0	0.0322581	0	0.0107527	0	-999	-999	0	0	0	-999	0	0	0.0322581	-999	-999	0.0107527	0	0	0.0107527	0	-999	0	0	0	
CDS_1064_chr3_459454_459637	OK	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	0	0	0	0	1	0	104	61	0.278689	0	0.0149064	0.541092	0.547922	0.00546448	-999	0	-999	0	-999	-999	-999	0	-999	0	-999	-999	0	-999	-999	0	0	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	0	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	0	0	-999	0	0	0.0163934	0	0	0.0163934	-999	-999	-999	-999	-999	-999	0	0	-999	-999	0	-999	-999	-999	0	0	0	0	0	0	0	0.0163934	0	-999	-999	-999	0	0	0	0.00546448	-999	-999	0	-999	0	0	0	0	-999	0	-999	0	0	0.0163934	0	0	-999	-999	-999	-999	-999	-999	0.010929	-999	0	-999	-999	-999	-999	0	-999	-999	-999	0	-999	-999	-999	-999	0	-999	
CDS_1065_chr3_531214_531284	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	248	23	0.391304	0.00210021	0.008742	0.0644031	0.0684339	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144928	0	0	0	0	0.0289855	0	0	0	0	0	0	0	0	0	0	0	0	0.0289855	0	0	0	0	0	0.0289855	0	0	0	0	-999	0.0289855	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289855	0	0	0	0	0	0.0289855	0	0.0289855	0.0289855	0	0	0.0144928	0	0.0289855	0.0289855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289855	0	0	0.0289855	0	0.0289855	0	0	0	
CDS_1066_chr3_650714_651505	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	214	263	0.634981	0.000201844	0	0.235714	0.240143	0	0	-999	0	0	0	0	0.00126743	0	0	0	0	-999	0	0	0.00126743	-999	0.00126743	0.00126743	0	0	0	0	0	0	0	0	0	0	0	0	-999	-999	0	0	-999	0	0	-999	0	0	0	-999	0	0	0	0	-999	0	-999	0	0	0	0	-999	0	0	0	0	-999	0	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	0	0	0	0.00126743	0.00126743	0	0	0	0	0	0	0	0.00126743	0	0	0	-999	0	-999	0	0	0	0	0	0.00126743	0	0	0	0	0	0	0.00126743	0	-999	0	-999	0	0	0	0	0	0	-999	0	0	0	0	0	0	0.00126743	0	
CDS_1068_chr3_688598_688681	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	0	0	0	0	224	28	0.464286	0.00723619	0.0273863	-0.0462144	-0.0417387	0.0119048	-999	0.0238095	-999	0.0238095	0.0238095	0.0238095	0.0238095	0	0	0	-999	0.0119048	0	0.0238095	0.0238095	0.0238095	0.0238095	0	0.0238095	-999	0.0238095	0.0119048	0.0119048	0	0.0238095	0.0119048	0.0238095	0	0	0	0	0	0	-999	0.0238095	0	0.0119048	-999	0.0238095	0	0	0	0.0238095	0	0.0238095	0.0119048	0.0238095	0	0	0.0238095	0.0238095	-999	0.0238095	0	-999	0.0238095	0.0238095	0.0238095	-999	0	0	0.0238095	0	-999	0	0	0.0238095	0.0238095	0.0119048	0.0238095	0	0.0119048	0.0238095	0.0238095	0.0119048	0	0	0.0238095	0	0.0119048	0.0119048	0.0119048	0.0238095	0.0238095	0.0119048	0.0238095	0.0238095	0.0238095	0.0119048	0.0238095	0	0.0119048	0.0119048	0	0.0238095	0.0238095	0	0.0238095	0	0	0	0	0.0238095	0.0238095	0	0.0119048	0.0119048	0	0.0238095	-999	-999	-999	0.0119048	0	0.0238095	-999	0	0	0	0.0238095	0.0238095	0	0.0238095	0	0	
CDS_1069_chr3_712925_715627	OK	6	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	1	144	900	0.434444	0.000601087	0.000525118	-0.259113	-0.252578	0.00111111	0.00037037	-999	-999	0.00037037	0.000740741	-999	0.00037037	-999	0.00037037	0.00111111	0.00148148	0	0.00111111	-999	0	-999	0.000740741	0.00111111	0.00037037	0	-999	-999	0.00037037	-999	0.00037037	0.00148148	-999	0.00111111	0.00037037	-999	0.000740741	-999	-999	0	-999	-999	0.00148148	-999	0	0.000740741	0.00111111	-999	0	0.00037037	-999	0.000740741	0.000740741	-999	0.00148148	0	0.00037037	-999	-999	0.00037037	-999	0.000740741	-999	-999	0.00148148	0.00111111	0.000740741	0.000740741	-999	-999	-999	0.00111111	0.000740741	-999	0.00111111	0.00037037	0	-999	-999	0.00111111	-999	0.00111111	-999	0.000740741	-999	-999	0.00111111	0.00111111	0.00111111	-999	0	0	-999	0.000740741	0.00111111	0.000740741	-999	0.00111111	0.00148148	-999	0.00037037	0.00111111	-999	0	-999	-999	-999	-999	-999	-999	0.00111111	0.00037037	-999	-999	0.00111111	-999	0.00148148	-999	0	0.00111111	0.00185185	0.000740741	-999	-999	0.00111111	-999	0	0.00037037	-999	-999	0.00111111	
CDS_1070_chr3_779716_779814	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	2	0	0	0	166	33	0.484848	0	0.0420111	0.225849	0.231593	0	0	0.020202	0	0.020202	0	-999	-999	0.020202	0	-999	-999	0.020202	-999	-999	-999	0	0	0	0	0	0	0	0	-999	-999	0.010101	0.020202	-999	-999	0	-999	0	0	0.020202	-999	0	0	-999	-999	0	-999	-999	-999	0.020202	-999	0.010101	0	-999	0	0.020202	-999	0.020202	0	0.020202	0	-999	0.020202	-999	-999	0	0.010101	-999	-999	0	-999	0	0.020202	0.020202	-999	0.020202	0.020202	0.020202	0.020202	0	0.020202	-999	0.020202	0.020202	0	0	-999	0	0	0.020202	-999	0.020202	0	0.020202	0.020202	0	0	-999	0	0	0	-999	0	-999	0.020202	-999	0	0	-999	-999	0	0.020202	0	0.020202	-999	-999	0	0	0.020202	0	-999	-999	0.020202	0	0.020202	0	-999	0	-999	0	0	
CDS_1071_chr3_784296_784859	OK	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	124	188	0.297872	0.00102679	0.0012734	-0.0384368	-0.0303162	0.00531915	0.00177305	-999	-999	0	0.00531915	0	-999	-999	-999	-999	0	-999	-999	0	0	-999	-999	-999	0.00177305	0	-999	-999	0	0	0	0	0	-999	0	-999	-999	-999	0.0035461	-999	0	-999	0	-999	-999	-999	-999	-999	-999	0	-999	0	0.0070922	0.00531915	0.00531915	0	-999	-999	-999	0	-999	-999	-999	0	-999	0	-999	-999	-999	-999	-999	-999	0.00531915	-999	-999	0	0.0070922	0	0	-999	0.00531915	-999	0	0	0	-999	-999	-999	0	0	0	-999	-999	-999	0	0	-999	0.00531915	0	-999	0	0	-999	-999	0	0.00177305	-999	0	-999	-999	0.00177305	-999	-999	-999	-999	0	-999	0	0.00531915	0	0	-999	0	-999	0	0	0	-999	0	0.00177305	0	
